"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"J.F. Perras","6.00",170,"Ottawa 67's",1981-04-29,52,1610,1761,0.914,34.84,151,2.99,3,25,16,2,18,0,0,0,15
"Paulo Colaiacovo","6.01",200,"Barrie Colts",1983-01-27,35,986,1080,0.913,34.59,94,3.01,0,17,11,2,13,0,0,0,0
"Cody Spicer","6.03",170,"Peterborough Petes",1982-04-20,18,486,531,0.915,35.54,45,3.01,1,6,7,0,7,0,0,0,0
"Joel Whitmarsh","6.05",204,"Sudbury Wolves",1983-05-27,12,222,248,0.895,29.13,26,3.05,0,2,4,1,5,0,0,0,0
"David Currie","5.10",175,"Peterborough Petes",1982-03-24,57,1737,1905,0.912,34.64,168,3.06,1,27,17,6,23,0,0,0,2
"Mike Smith","6.04",195,"Sudbury Wolves",1982-11-22,53,1748,1905,0.918,37.08,157,3.06,3,19,24,4,28,0,0,0,17
"Brock McGillis","6.00",184,"Sault Ste. Marie Greyhounds",1983-10-10,14,354,390,0.908,33.34,36,3.08,0,6,2,0,2,0,0,0,0
"Ryan Aschaber","6.03",190,"Windsor Spitfires",1982-01-29,24,674,742,0.908,34.66,68,3.18,0,9,9,1,10,0,0,0,0
"Andrew Penner","6.03",205,"Guelph Storm",1982-12-21,54,1535,1694,0.906,34.06,159,3.2,1,22,19,1,20,0,0,0,9
"Dwight LaBrosse","6.01",170,"Guelph Storm",1983-10-06,31,816,905,0.902,32.74,89,3.22,2,15,11,0,11,0,0,0,9
"Cory Campbell","6.00",190,"Windsor Spitfires",1981-07-27,52,1624,1777,0.914,37.43,153,3.22,1,26,13,4,17,0,0,0,8
"Justin Day","6.00",182,"Owen Sound Attack",1983-01-21,32,980,1079,0.908,35.97,99,3.3,1,11,13,1,14,0,0,0,2
"Derek Dolson","5.11",181,"Owen Sound Attack",1981-05-23,53,1660,1824,0.91,36.98,164,3.33,2,20,23,4,27,0,0,0,0
"Michael Mole","6.00",196,"Belleville Bulls",1982-10-12,49,1703,1865,0.913,38.35,162,3.33,2,25,18,1,19,0,0,0,4
"Adam Munro","6.01",200,"Erie Otters",1982-11-12,43,1199,1327,0.904,34.97,128,3.37,3,24,13,0,13,0,0,0,12
"Thomas Lee","6.02",195,"Erie Otters",1984-09-01,3,43,48,0.896,32.68,5,3.4,0,1,0,0,0,0,0,0,0
"Brad Topping","6.01",198,"Brampton Battalion",1984-06-05,50,1683,1847,0.911,38.48,164,3.42,1,19,23,2,25,0,0,0,0
"John Ceci","5.11",165,"Ottawa 67's",1983-08-19,22,591,652,0.906,36.76,61,3.44,0,11,2,0,2,0,0,0,6
"Kevin Druce","5.11",190,"Oshawa Generals",1984-02-10,28,777,859,0.905,36.39,82,3.47,0,7,11,1,12,0,0,0,4
"Cory Roberts","6.02",175,"Oshawa Generals",1982-06-07,27,758,843,0.899,34.79,85,3.51,0,5,11,2,13,0,0,0,2
"Robert Gherson","6.01",175,"Sarnia Sting",1983-10-08,55,1778,1961,0.907,37.98,183,3.54,1,20,23,5,28,0,0,0,12
"Kevin Amborski","5.10",165,"Oshawa Generals",1983-02-23,7,174,193,0.902,36.14,19,3.56,0,1,2,0,2,0,0,0,0
"Glenn Ridler","5.08",150,"Belleville Bulls",1982-10-01,20,587,657,0.893,33.74,70,3.59,0,5,9,1,10,0,0,0,0
"Jan Chovan","6.00",190,"London Knights",1983-09-07,30,773,870,0.889,33.28,97,3.71,0,13,11,1,12,0,0,0,2
"John Barrow","6.00",185,"Sarnia Sting",1984-05-10,13,259,288,0.899,37.38,29,3.76,0,2,3,2,5,0,0,0,0
"Chris Hardill","6.04",196,"Kingston Frontenacs",1983-09-04,15,495,544,0.91,43.48,49,3.92,0,3,6,1,7,0,0,0,0
"Matt Iorianni","6.02",220,"London Knights",1984-06-26,6,164,188,0.872,31.03,24,3.96,0,2,2,2,4,0,0,0,0
"Aaron Molnar","6.00",175,"London Knights",1981-10-08,15,431,487,0.885,34.57,56,3.98,0,4,6,3,9,0,0,0,0
"Scott Talbot","5.11",183,"Toronto St. Michael's Majors",1983-08-02,1,22,26,0.846,26,4,4,0,0,1,0,1,0,0,0,0
"Miguel Beaudry","5.11",180,"Mississauga IceDogs",1982-05-29,39,1395,1548,0.901,41.46,153,4.1,1,9,25,1,26,0,0,0,4
"Joey Biasucci","6.00",192,"Brampton Battalion",1984-04-07,23,745,838,0.889,40.59,93,4.51,0,7,12,0,12,0,0,0,0
"Matt Tanel","6.06",210,"Mississauga IceDogs",1984-06-27,19,724,814,0.889,47.79,90,5.28,0,1,11,3,14,0,0,0,0
"Matt Anthony","5.09",175,"Windsor Spitfires",1984-03-18,4,51,62,0.823,30.48,11,5.41,0,0,2,0,2,0,0,0,0
"Rob Garrick","6.02",180,"Mississauga IceDogs",1981-03-01,1,28,34,0.824,34,6,6,0,0,1,0,1,0,0,0,0
"Tom Rogerson","5.09",160,"Sarnia Sting",1983-01-05,2,43,50,0.86,47.44,7,6.64,0,0,1,0,1,0,0,0,0
"Mathieu Gauthier","6.00",180,"Peterborough Petes",1983-10-06,1,18,22,0.818,41.27,4,7.5,0,0,0,0,0,0,0,0,0
"Doug Groenestege","6.02",200,"Ottawa 67's",1984-01-11,2,21,26,0.808,42.7,5,8.21,0,0,2,0,2,0,0,0,0
"Tyson Kellerman","6.02",185,"North Bay Centennials",1984-01-18,42,1199,1326,0.904,36.78,127,3.52,0,11,20,3,23,0,0,0,0
"Peter Hamerlik","6.02",190,"Kingston Frontenacs",1982-01-02,43,1442,1586,0.909,40.12,144,3.64,1,12,19,2,21,0,0,0,8
"Jeremy Day","6.00",210,"North Bay Centennials",1982-08-24,27,766,851,0.9,37.15,85,3.71,0,5,12,2,14,0,0,0,2
"Chris Beckford-Tseu","6.03",195,"Oshawa Generals",1984-06-22,12,278,313,0.888,34.26,35,3.83,0,4,3,0,3,0,0,0,0
"Jeff Weber","6.02",185,"Sault Ste. Marie Greyhounds",1984-09-24,4,135,151,0.894,39.59,16,4.2,0,2,1,0,1,0,0,0,0
"Ed Van Herpt","6.01",194,"Kingston Frontenacs",1983-03-14,23,604,675,0.895,41.68,71,4.38,0,3,11,1,12,0,0,0,0
