"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Joe Exter","5.11",172,"Erie Otters",1978-12-19,11,150,171,0.877,33.62,21,4.13,0,0,4,0,4,0,0,0,0
"Stevie Lyle","5.10",162,"Plymouth Whalers",1979-12-04,6,188,212,0.887,36.71,24,4.16,0,1,2,1,3,0,0,0,0
"Andrew Raycroft","6.01",170,"Sudbury Wolves",1980-05-04,33,1135,1260,0.901,41.94,125,4.16,0,8,15,1,16,0,0,0,0
"Jake McCracken","5.11",160,"Sault Ste. Marie Greyhounds",1980-01-15,55,1880,2096,0.897,40.54,216,4.18,0,16,28,3,31,0,0,0,6
"Mark Cairns","5.07",175,"Peterborough Petes",1979-02-07,31,890,1001,0.889,38.1,111,4.22,0,6,16,1,17,0,0,0,2
"Chad Lynch","6.01",170,"Peterborough Petes",1980-09-09,33,1028,1152,0.892,39.91,124,4.3,0,8,15,1,16,0,0,0,2
"David Riddell","5.11",188,"Oshawa Generals",1980-06-09,5,106,119,0.891,39.35,13,4.3,0,1,2,0,2,0,0,0,0
"Robert Zago","6.00",175,"Sault Ste. Marie Greyhounds",1980-10-01,9,105,118,0.89,39.57,13,4.36,0,1,1,0,1,0,0,0,0
"Curtis Sanford","5.10",160,"Owen Sound Platers",1979-10-05,30,1084,1198,0.905,46.61,114,4.44,1,13,9,1,10,0,0,0,4
"Patrick Dovigi","6.01",203,"Erie Otters",1979-07-02,41,1166,1327,0.879,36.61,161,4.44,0,17,15,2,17,0,0,0,6
"Nick Foley","5.10",156,"Kingston Frontenacs",1979-03-22,17,454,511,0.888,40.88,57,4.56,0,4,6,1,7,0,0,0,2
"Eoin McInerney","5.10",200,"Owen Sound Platers",1977-05-27,44,1594,1784,0.893,43.52,190,4.64,0,14,22,2,24,0,0,0,28
"Corey Batten","6.01",180,"Toronto St. Michael's Majors",1980-09-21,25,799,896,0.892,43.26,97,4.68,1,3,16,0,16,0,0,0,2
"Chad Mehlenbacher","5.11",170,"Belleville Bulls",1979-03-25,7,180,206,0.874,37.63,26,4.75,0,1,4,0,4,0,0,0,2
"Ron Vogel","5.10",160,"Windsor Spitfires",1979-04-25,44,1240,1413,0.878,39.88,173,4.88,1,11,20,3,23,0,0,0,2
"Alex Auld","6.04",200,"North Bay Centennials",1981-01-07,6,133,150,0.887,43.53,17,4.93,0,0,4,0,4,0,0,0,0
"Jason Flick","6.02",200,"Windsor Spitfires",1979-04-13,16,461,516,0.893,46.51,55,4.96,0,3,5,0,5,0,0,0,2
"Jared Ruston","6.00",170,"Belleville Bulls",1980-12-19,3,71,83,0.855,34.34,12,4.96,0,0,2,0,2,0,0,0,0
"Michal Podolka","6.01",170,"Windsor Spitfires",1977-08-11,23,719,815,0.882,42.33,96,4.99,0,5,13,0,13,0,0,0,11
"Dan McIntyre","6.01",190,"Sarnia Sting",1978-07-03,1,37,42,0.881,42,5,5,0,0,1,0,1,0,0,0,0
"Elliott Faust","5.11",175,"London Knights",1978-06-10,18,533,607,0.878,41.73,74,5.09,0,4,8,1,9,0,0,0,2
"Jon Reid","",NA,"Windsor Spitfires",NA,2,27,31,0.871,39.52,4,5.1,0,0,1,0,1,0,0,0,0
"Terry Joss","5.07",148,"Sault Ste. Marie Greyhounds",1978-11-07,16,446,509,0.876,41.8,63,5.17,0,3,7,0,7,0,0,0,4
"Kris Rous","5.11",170,"Kingston Frontenacs",NA,2,39,46,0.848,38.93,7,5.92,0,1,0,0,0,0,0,0,0
"Denver England","5.11",150,"Kitchener Rangers",1978-02-11,1,6,8,0.75,36.5,2,9.13,0,0,1,0,1,0,0,0,0
