"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Russ Brownell","5.11",163,"Owen Sound Attack",1987-05-15,11,213,247,0.862,28.76,34,3.96,0,6,3,0,3,0,0,0,2
"Carlo DiRienzo","6.00",188,"Oshawa Generals",1986-02-10,31,902,1010,0.893,37.38,108,4,0,9,15,2,17,3,2,1,21
"Daryl Borden","6.03",200,"Kingston Frontenacs",1989-05-19,15,395,446,0.886,34.96,51,4,0,5,9,1,10,1,1,0,6
"Wayne Savage","6.00",196,"Toronto St. Michael's Majors",1987-02-05,45,1485,1659,0.895,38.61,174,4.05,1,20,17,4,21,5,3,2,12
"Ryan Daniels","6.02",200,"Saginaw Spirit",1988-06-22,26,831,935,0.889,37.12,104,4.13,0,16,10,0,10,1,1,0,6
"Jeff MacDougald","6.01",190,"Sarnia Sting",1985-01-24,21,521,597,0.873,32.65,76,4.16,0,5,12,1,13,0,0,0,4
"Jonathan Hull","6.00",185,"Erie Otters",1989-01-10,2,51,58,0.879,34.8,7,4.2,0,0,1,0,1,0,0,0,0
"Aaron Barton","6.01",165,"Mississauga IceDogs",1987-05-22,10,204,236,0.864,31.81,32,4.31,0,1,3,1,4,1,0,1,0
"Matt Spezza","6.02",220,"Sault Ste. Marie Greyhounds",1986-10-14,6,133,155,0.858,30.7,22,4.36,0,0,4,0,4,0,0,0,6
"Matt Hache","6.02",191,"Sault Ste. Marie Greyhounds",1988-05-06,6,100,119,0.84,27.37,19,4.37,0,0,6,0,6,0,0,0,0
"Parker Van Buskirk","6.00",190,"Sarnia Sting",1988-03-26,30,804,915,0.879,36.91,111,4.48,0,4,16,1,17,0,0,0,6
"Jovica Zelenbaba","6.06",214,"Saginaw Spirit",1989-05-23,2,20,23,0.87,34.5,3,4.5,0,0,0,0,0,0,0,0,0
"Chris Abbey","6.04",206,"Sudbury Wolves",1987-11-27,10,215,248,0.867,33.87,33,4.51,0,1,3,0,3,1,0,1,0
"Lucas Lobsinger","6.00",175,"Mississauga IceDogs",1988-04-21,19,454,526,0.863,33.76,72,4.62,1,4,10,3,13,0,0,0,0
"Kevin Couture","5.10",182,"Oshawa Generals",1985-03-17,37,1007,1156,0.871,36.38,149,4.69,0,7,22,1,23,3,3,0,12
"Ryan Ludzik","5.10",165,"Erie Otters",1988-10-14,9,204,238,0.857,33.62,34,4.8,0,1,5,1,6,1,1,0,2
"Jake Fischer","6.03",192,"Windsor Spitfires",1989-02-15,15,373,430,0.867,36.99,57,4.9,0,3,6,0,6,1,0,1,2
"Kyle Knechtel","5.11",192,"Mississauga IceDogs",1986-12-23,45,1130,1334,0.847,32.76,204,5.01,0,14,23,1,24,7,6,1,0
"Chris Wall","5.11",175,"London Knights",1986-03-06,2,24,28,0.857,35.58,4,5.08,0,0,1,0,1,0,0,0,0
"Mike Murphy","5.11",165,"Belleville Bulls",1989-01-15,3,48,57,0.842,36.74,9,5.8,0,1,1,0,1,0,0,0,0
"Jeremy Smith","6.00",170,"Plymouth Whalers",1989-04-13,5,60,71,0.845,38.33,11,5.94,0,0,2,0,2,0,0,0,0
"Ben Thomas","6.02",197,"Oshawa Generals",1988-03-29,4,73,88,0.83,35.85,15,6.11,0,0,3,0,3,0,0,0,0
"Stefan Grauwiler","5.11",170,"Oshawa Generals",1986-11-12,9,258,308,0.838,41,50,6.66,0,2,5,1,6,0,0,0,4
"David Scamurra","6.00",180,"Ottawa 67's",1988-03-25,1,29,36,0.806,36,7,7,0,0,1,0,1,0,0,0,2
"Jhase Sniderman","6.00",189,"Erie Otters",1987-04-03,9,205,231,0.887,26.75,26,3.01,0,4,4,0,4,0,0,0,2
