"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Jakub Vondras","6.04",190,"Sudbury Wolves",2004-05-21,2,34,39,0.872,26.27,5,3.37,0,1,0,0,0,1,0,1,0
"Jacob Brown","6.03",190,"Flint Firebirds",2006-03-07,2,56,63,0.889,31.5,7,3.5,0,2,0,0,0,0,0,0,2
"Max Donoso","6.01",185,"Ottawa 67's",2003-06-11,2,42,49,0.857,24.7,7,3.53,0,1,1,0,1,0,0,0,0
"Damian Slavik","6.04",185,"Guelph Storm",2005-06-09,2,40,46,0.87,27.67,6,3.61,0,0,1,0,1,0,0,0,0
"Landon Miller","6.05",202,"Soo Greyhounds",2006-01-03,3,69,78,0.885,31.97,9,3.69,0,2,1,0,1,0,0,0,0
"Tristan Malboeuf","6.00",173,"Brantford Bulldogs",2004-03-21,1,26,30,0.867,30,4,4,0,1,0,0,0,1,1,0,0
"Luca DiFelice","6.03",180,"Kitchener Rangers",2006-04-11,1,21,25,0.84,25,4,4,0,0,0,0,0,1,0,1,0
"Jack Ivankovic","5.11",178,"Mississauga Steelheads",2007-05-22,3,86,98,0.878,32.95,12,4.04,0,2,1,0,1,1,1,0,0
"Anson Thornton","6.04",192,"Barrie Colts",2003-06-28,1,17,19,0.895,38.6,2,4.06,0,0,0,0,0,0,0,0,0
"Jacob Oster","6.03",190,"Oshawa Generals",2004-03-26,1,16,18,0.889,37.24,2,4.14,0,0,0,0,0,0,0,0,0
"Liam Sztuska","6.01",182,"Peterborough Petes",2004-05-01,3,75,84,0.893,39.04,9,4.18,0,1,1,0,1,0,0,0,0
"Andrew Oke","6.02",190,"Saginaw Spirit",2004-03-26,1,24,28,0.857,29.89,4,4.27,0,0,1,0,1,0,0,0,0
"JJ Salajko","6.01",191,"Kingston Frontenacs",2006-07-28,3,57,68,0.838,28.45,11,4.6,0,0,2,0,2,0,0,0,0
"David Egorov","6.02",195,"Brantford Bulldogs",2006-05-18,3,88,102,0.863,34,14,4.67,0,1,2,0,2,0,0,0,0
"Owen Flores","6.02",195,"Niagara IceDogs",2004-05-09,2,52,60,0.867,36,8,4.8,0,0,2,0,2,0,0,0,0
"Isaac Gravelle","6.00",186,"Oshawa Generals",2007-01-18,2,30,35,0.857,34.44,5,4.92,0,0,0,0,0,0,0,0,0
"Patrick Sutherland","6.07",225,"Flint Firebirds",2006-11-17,1,31,36,0.861,36,5,5,0,0,1,0,1,0,0,0,2
"Nathan Day","6.04",205,"Flint Firebirds",2005-02-04,1,23,28,0.821,28.64,5,5.11,0,0,1,0,1,0,0,0,0
"Corbin Votary","6.03",195,"Owen Sound Attack",2004-04-12,3,52,62,0.839,31.75,10,5.12,0,0,2,0,2,1,0,1,0
"Ian Michelone","6.02",212,"Windsor Spitfires",2004-06-21,2,37,45,0.822,28.88,8,5.13,0,0,2,0,2,0,0,0,0
"Joey Costanzo","6.01",184,"Windsor Spitfires",2005-07-26,3,67,80,0.838,33.08,13,5.37,0,0,2,0,2,0,0,0,0
"Charlie Schenkel","6.05.",203,"Soo Greyhounds",2004-08-16,2,35,44,0.795,29.21,9,5.98,0,1,0,0,0,0,0,0,0
"Owen Edwards","6.03",170,"Kitchener Rangers",2007-01-02,2,32,40,0.8,30,8,6,0,1,0,0,0,0,0,0,2
"Michael Simpson","6.01",198,"Peterborough Petes",2003-02-09,1,19,23,0.826,34.5,4,6,0,0,1,0,1,0,0,0,0
"Drew Gaulton","6.03",205,"Sudbury Wolves",2006-04-07,1,14,17,0.824,34.27,3,6.05,0,0,0,0,0,0,0,0,0
"Charlie Robertson","6.04",182,"North Bay Battalion",2005-04-02,2,51,62,0.823,37.2,11,6.6,0,0,2,0,2,0,0,0,0
"Noah Bender","6.04",195,"Oshawa Generals",2006-06-30,3,34,44,0.773,30.02,10,6.82,0,0,2,0,2,0,0,0,0
"Hayden Sabourin","5.11",183,"Oshawa Generals",2005-05-27,2,38,45,0.844,45.61,7,7.09,0,1,1,0,1,0,0,0,0
"Sam Hillebrandt","6.01",170,"Barrie Colts",2005-02-21,3,35,47,0.745,34.22,12,8.74,0,0,2,0,2,0,0,0,0
"Kaleb Papineau","6.02",185,"Saginaw Spirit",2006-01-25,2,31,45,0.689,30.77,14,9.57,0,0,2,0,2,0,0,0,0
