"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"AJ Spellacy",2006-02-24,"C","Windsor Spitfires",3,0,0,0,0,0
"Alec Leonard",2004-05-13,"D","London Knights",4,0,0,0,0,NA
"Alec Stewart",2005-04-02,"C","Windsor Spitfires",5,0,0,0,0,0
"Alex Assadourian",2005-07-24,"C","Niagara IceDogs",3,0,0,0,0,0
"Alex Bradshaw",2004-03-16,"LW","Flint Firebirds",4,0,0,0,0,0
"Alex Cajkovic",2005-07-19,"D","North Bay Battalion",3,0,0,0,0,0
"Alex Kostov",2006-06-03,"RW","Soo Greyhounds",3,0,0,0,0,0
"Alex Messier",2005-03-23,"LW","Erie Otters",5,0,0,0,0,0
"Alex Pharand",2005-01-05,"RW","Sudbury Wolves",1,0,0,0,0,0
"Alexis Daviault",2005-06-17,"D","Erie Otters",4,0,0,0,0,NA
"Andre Anania",2003-03-02,"D","Sudbury Wolves",1,0,0,0,0,0
"Andrew LeBlanc",2004-06-03,"C","Sarnia Sting",5,0,0,0,0,0
"Andrew MacNiel",2007-07-25,"RD","Kitchener Rangers",4,0,0,0,0,0
"Andrew Vermeulen",2006-02-07,"RW","Niagara IceDogs",3,0,0,0,0,NA
"Andrew Wycisk",2005-07-01,"D","Niagara IceDogs",4,0,0,0,0,0
"Angus MacDonell",2005-05-11,"C","Mississauga Steelheads",3,0,0,0,0,0
"Anthony Romani",2005-07-12,"RW","North Bay Battalion",3,0,0,0,0,0
"Antonino Pugliese",2004-04-09,"RW","Kitchener Rangers",1,0,0,0,0,NA
"Antonio Tersigni",2006-05-03,"C","Owen Sound Attack",4,0,0,0,0,0
"Artem Frolov",2007-05-05,"D","Niagara IceDogs",5,0,0,0,0,0
"Beau Akey",2005-02-11,"D","Barrie Colts",2,0,0,0,0,0
"Beau Jelsma",2004-04-28,"C","Barrie Colts",3,0,0,0,0,0
"Beckett Sennecke",2006-01-28,"RW","Oshawa Generals",3,0,0,0,0,0
"Ben Bujold",2004-03-03,"C","Brantford Bulldogs",6,0,0,0,0,0
"Ben Cormier",2006-07-20,"C","Owen Sound Attack",4,0,0,0,0,NA
"Ben Danford",2006-02-06,"D","Oshawa Generals",3,0,0,0,0,0
"Ben Pickell",2005-07-20,"C","Barrie Colts",3,0,0,0,0,0
"Ben Radley",2007-07-29,"D","Brantford Bulldogs",5,0,0,0,0,0
"Blair Scott",2005-04-14,"LD","Kitchener Rangers",5,0,0,0,0,NA
"Blake Arrowsmith",2007-04-17,"RW","London Knights",3,0,0,0,0,0
"Blake Peters-Davey",2004-06-22,"LW","Sudbury Wolves",1,0,0,0,0,NA
"Blake Smith",2004-10-05,"D","Flint Firebirds",2,0,0,0,0,NA
"Bode Stewart",2006-02-09,"LW","Barrie Colts",4,0,0,0,0,0
"Brad Gardiner",2005-03-06,"C","Ottawa 67's",3,0,0,0,0,0
"Braden Haché",2003-05-21,"D","Saginaw Spirit",1,0,0,0,0,0
"Bradley Horner",2005-06-16,"D","Ottawa 67's",1,0,0,0,0,NA
"Brady Martin",2007-03-16,"C","Soo Greyhounds",4,0,0,0,0,0
"Brady Stonehouse",2004-08-06,"RW","Ottawa 67's",2,0,0,0,0,0
"Braeden Bowman",2003-06-26,"RW","Guelph Storm",6,0,0,0,0,0
"Braeden O'Keefe",2005-06-08,"C","Brantford Bulldogs",4,0,0,0,0,0
"Braedyn Rogers",2006-11-22,"D","Owen Sound Attack",3,0,0,0,0,0
"Brayden Hislop",2003-09-26,"D","Guelph Storm",6,0,0,0,0,0
"Brayden Turley",2006-08-08,"D","North Bay Battalion",4,0,0,0,0,NA
"Brayden Velliaris",2005-04-16,"D","Peterborough Petes",4,0,0,0,0,NA
"Braydon Bruce",2006-05-11,"D","Sudbury Wolves",4,0,0,0,0,NA
"Braydon McCallum",2006-05-03,"RW","Peterborough Petes",5,0,0,0,0,0
"Brenden Sirizzotti",2003-04-14,"RW","Soo Greyhounds",2,0,0,0,0,0
"Brennan Faulkner",2005-12-28,"LW","Peterborough Petes",5,0,0,0,0,0
"Brett Bouchard",2005-01-18,"RW","North Bay Battalion",4,0,0,0,0,0
"Brett Bressette",2003-07-04,"LW","Erie Otters",5,0,0,0,0,0
"Brett Hammond",2006-09-08,"RW","Erie Otters",6,0,0,0,0,0
"Brice Cooke",2004-03-23,"LW","North Bay Battalion",3,0,0,0,0,NA
"Brodie McConnell-Barker",2006-01-31,"D","Soo Greyhounds",4,0,0,0,0,0
"Brody Crane",2004-05-29,"LW","London Knights",4,0,0,0,0,0
"Brody Partridge",2006-09-14,"C","Peterborough Petes",5,0,0,0,0,0
"Bronson Ride",2005-01-14,"D","Niagara IceDogs",3,0,0,0,0,NA
"Bruce McDonald",2004-12-18,"C","Erie Otters",5,0,0,0,0,0
"Caden Kelly",2006-01-15,"RW","Ottawa 67's",4,0,0,0,0,0
"Caden Taylor",2007-03-31,"LW","Sudbury Wolves",4,0,0,0,0,0
"Caeden Carlisle",2004-01-31,"D","Soo Greyhounds",4,0,0,0,0,0
"Caeden Heins",2006-02-06,"LW","Oshawa Generals",3,0,0,0,0,0
"Cal Uens",2005-02-11,"D","Kingston Frontenacs",4,0,0,0,0,NA
"Caleb Van De Ven",2004-11-24,"D","Soo Greyhounds",4,0,0,0,0,NA
"Calem Mangone",2004-11-04,"RW","Saginaw Spirit",3,0,0,0,0,0
"Callum Cheynowski",2006-08-04,"D","Brantford Bulldogs",6,0,0,0,0,0
"Calvin Crombie",2005-09-03,"RW","Brantford Bulldogs",5,0,0,0,0,NA
"Cam Gauvreau",2003-03-08,"D","Peterborough Petes",5,0,0,0,0,0
"Cameron Bergeron",2006-04-16,"D","Kingston Frontenacs",4,0,0,0,0,0
"Cameron Mercer",2005-05-27,"C","Kitchener Rangers",6,0,0,0,0,0
"Cameron Reid",2007-04-08,"LD","Kitchener Rangers",5,0,0,0,0,0
"Carey Terrance",2005-05-10,"C","Erie Otters",2,0,0,0,0,0
"Carson Cameron",2007-06-27,"D","Peterborough Petes",4,0,0,0,0,0
"Carson Campbell",2006-06-08,"D","Kitchener Rangers",4,0,0,0,0,0
"Carson Hall",2006-04-29,"LW","Sarnia Sting",5,0,0,0,0,NA
"Carson Harmer",2007-01-13,"C","Saginaw Spirit",4,0,0,0,0,0
"Carson Rehkopf",2005-01-07,"C","Kitchener Rangers",4,0,0,0,0,0
"Carson Woodall",2006-05-25,"D","Windsor Spitfires",5,0,0,0,0,0
"Carter Kostuch",2007-04-21,"LW","North Bay Battalion",4,0,0,0,0,NA
"Carter Lowe",2006-03-01,"LW","Barrie Colts",4,0,0,0,0,0
"Casey Bridgewater",2007-02-07,"D","Sarnia Sting",1,0,0,0,0,NA
"Cedrick Guindon",2004-04-21,"C","Owen Sound Attack",1,0,0,0,0,NA
"Cedricson Okitundu",2004-01-03,"D","Brantford Bulldogs",4,0,0,0,0,0
"Chandler Romeo",2003-07-16,"D","Guelph Storm",5,0,0,0,0,0
"Charlie Hilton",2006-09-15,"LW","Ottawa 67's",4,0,0,0,0,0
"Charlie Paquette",2005-12-06,"RW","Guelph Storm",6,0,0,0,0,0
"Chas Sharpe",2003-11-28,"D","Mississauga Steelheads",4,0,0,0,0,0
"Chase Coughlan",2005-06-17,"RW","Sudbury Wolves",4,0,0,0,0,0
"Chase Lefebvre",2004-05-13,"LW","Peterborough Petes",5,0,0,0,0,0
"Chase MacQueen-Spence",2005-01-09,"LW","North Bay Battalion",3,0,0,0,0,0
"Chase Yanni",2007-01-08,"LW","Ottawa 67's",3,0,0,0,0,NA
"Chris Barlas",2005-01-10,"LW","Ottawa 67's",4,0,0,0,0,NA
"Chris Grisolia",2005-04-30,"C","Barrie Colts",4,0,0,0,0,0
"Chris O'Flaherty",2005-03-12,"LW","Niagara IceDogs",4,0,0,0,0,NA
"Christopher Brown",2006-01-27,"C","Soo Greyhounds",4,0,0,0,0,0
"Christopher Thibodeau",2005-10-13,"RW","Kingston Frontenacs",5,0,0,0,0,NA
"Colby Barlow",2005-02-14,"LW","Owen Sound Attack",1,0,0,0,0,NA
"Colby Saganiuk",2003-02-05,"C","Erie Otters",1,0,0,0,0,NA
"Cole Beaudoin",2006-04-24,"C","Barrie Colts",4,0,0,0,0,0
"Cole Brown",2005-04-27,"RW","Brantford Bulldogs",4,0,0,0,0,0
"Colton Smith",2004-02-09,"LW","Windsor Spitfires",1,0,0,0,0,0
"Connor Clattenburg",2005-05-02,"LW","Soo Greyhounds",1,0,0,0,0,NA
"Connor Federkow",2003-07-26,"D","Niagara IceDogs",4,0,0,0,0,0
"Connor Lockhart",2003-01-21,"RW","Peterborough Petes",2,0,0,0,0,0
"Connor Punnett",2003-06-16,"D","Barrie Colts",2,0,0,0,0,0
"Connor Toms",2004-03-13,"D","Soo Greyhounds",4,0,0,0,0,0
"Conor Walton",2006-04-22,"D","Sudbury Wolves",4,0,0,0,0,0
"Cooper Foster",2005-06-04,"C","Ottawa 67's",3,0,0,0,0,0
"Cooper Matthews",2004-02-11,"RW","Barrie Colts",4,0,0,0,0,0
"Cooper Way",2003-06-11,"C","Sarnia Sting",4,0,0,0,0,0
"Coulson Pitre",2004-12-13,"RW","Flint Firebirds",1,0,0,0,0,0
"Daks Klinkhammer",2005-08-14,"LW","Flint Firebirds",4,0,0,0,0,0
"Dalyn Wakely",2004-03-05,"C","North Bay Battalion",3,0,0,0,0,0
"Daniel Chen",2006-08-04,"D","Brantford Bulldogs",6,0,0,0,0,NA
"Daniil Sobolev",2003-03-03,"D","Niagara IceDogs",3,0,0,0,0,0
"Darcy Dewachter",2007-03-01,"D","Niagara IceDogs",1,0,0,0,0,NA
"David Bedkowski",2006-12-07,"D","Oshawa Generals",4,0,0,0,0,NA
"David Brown",2005-03-19,"LW","Saginaw Spirit",4,0,0,0,0,NA
"Davis Codd",2003-08-19,"RW","Saginaw Spirit",2,0,0,0,0,0
"Daylen Moses",2005-06-13,"C","Sarnia Sting",4,0,0,0,0,0
"Declan Gallivan",2007-06-03,"D","North Bay Battalion",1,0,0,0,0,NA
"Declan Waddick",2005-01-24,"C","Owen Sound Attack",4,0,0,0,0,0
"Deni Goure",2003-07-15,"C","Owen Sound Attack",3,0,0,0,0,0
"Dennis Lominac",2006-01-11,"LW","Sarnia Sting",5,0,0,0,0,0
"Denver Barkey",2005-04-27,"RW","London Knights",1,0,0,0,0,0
"Derek Smyth",2004-04-17,"D","Ottawa 67's",3,0,0,0,0,0
"Devin Mauro",2004-06-06,"LW","Sudbury Wolves",4,0,0,0,0,0
"Djibril Toure",2003-06-05,"D","Sudbury Wolves",1,0,0,0,0,NA
"Duncan Schneider",2005-07-05,"D","Kingston Frontenacs",4,0,0,0,0,NA
"Dustin Good",2005-01-01,"RW","Soo Greyhounds",4,0,0,0,0,0
"Dylan Edwards",2005-07-20,"RW","Erie Otters",5,0,0,0,0,0
"Dylan Gordon",2004-08-13,"D","Mississauga Steelheads",1,0,0,0,0,0
"Dylan Richter",2006-07-11,"C","North Bay Battalion",4,0,0,0,0,0
"Dylan Roobroeck",2004-07-27,"C","Oshawa Generals",1,0,0,0,0,0
"Dylan Tsherna",2007-02-22,"RW","Brantford Bulldogs",6,0,0,0,0,0
"Dylan Woulds",2006-03-28,"D","Peterborough Petes",5,0,0,0,0,0
"Easton Cowan",2005-05-20,"LW","London Knights",2,0,0,0,0,0
"Easton Wainwright",2005-01-19,"C","Sarnia Sting",1,0,0,0,0,NA
"Eduard Šalé",2005-03-10,"RW","Barrie Colts",2,0,0,0,0,0
"Endo Meier",2005-07-20,"RW","Barrie Colts",4,0,0,0,0,0
"Ethan Burroughs",2003-06-19,"RW","Owen Sound Attack",4,0,0,0,0,0
"Ethan Hay",2005-01-15,"C","Flint Firebirds",1,0,0,0,0,NA
"Ethan Larmand",2003-11-12,"C","Sudbury Wolves",3,0,0,0,0,0
"Ethan MacKinnon",2003-05-22,"D","London Knights",2,0,0,0,0,NA
"Ethan Martin",2005-03-25,"C","Windsor Spitfires",3,0,0,0,0,0
"Ethan Miedema",2005-03-22,"LW","Kingston Frontenacs",3,0,0,0,0,NA
"Ethan Montroy",2005-08-30,"LW","Soo Greyhounds",4,0,0,0,0,0
"Ethan Procyszyn",2006-07-11,"RW","North Bay Battalion",3,0,0,0,0,NA
"Ethan Quick",2005-01-27,"RW","Barrie Colts",1,0,0,0,0,NA
"Ethan Toms",2006-01-19,"C","Oshawa Generals",4,0,0,0,0,0
"Ethan Weir",2007-01-10,"RW","Kingston Frontenacs",5,0,0,0,0,0
"Evan Hjelholt",2006-12-14,"D","Windsor Spitfires",5,0,0,0,0,NA
"Evan Klein",2004-01-12,"LW","Niagara IceDogs",5,0,0,0,0,0
"Evan Konyen",2004-02-22,"RW","Sudbury Wolves",3,0,0,0,0,0
"Evan Passmore",2006-12-05,"D","Barrie Colts",4,0,0,0,0,0
"Evan Van Gorp",2006-05-18,"LW","London Knights",3,0,0,0,0,NA
"Finn Harding",2005-03-02,"D","Mississauga Steelheads",2,0,0,0,0,NA
"Florian Xhekaj",2004-06-27,"LW","Brantford Bulldogs",3,0,0,0,0,0
"Frankie Marrelli",2006-02-16,"D","Ottawa 67's",3,0,0,0,0,0
"Fraser McDonell",2006-03-02,"D","Oshawa Generals",2,0,0,0,0,NA
"Gabriel Chiarot",2006-09-17,"RW","Mississauga Steelheads",5,0,0,0,0,NA
"Gabriel Runco",2005-01-08,"RD","Kitchener Rangers",4,0,0,0,0,0
"Gabriel Smith",2007-01-01,"D","Owen Sound Attack",3,0,0,0,0,NA
"Gavin Bryant",2004-07-24,"C","Niagara IceDogs",5,0,0,0,0,0
"Gavin Ewles",2005-03-01,"D","Ottawa 67's",4,0,0,0,0,0
"Gavin Grundner",2004-05-12,"LW","Guelph Storm",6,0,0,0,0,0
"Gavin Hayes",2004-05-14,"RW","Flint Firebirds",1,0,0,0,0,0
"George Alboim",2005-03-15,"D","Erie Otters",5,0,0,0,0,NA
"Georgy Toroptsev",2006-04-22,"LW","Erie Otters",5,0,0,0,0,0
"Grant Spada",2007-06-24,"D","Guelph Storm",2,0,0,0,0,0
"Grayden Strohack",2006-06-09,"D","Flint Firebirds",4,0,0,0,0,0
"Graydon Jones",2007-01-01,"D","Saginaw Spirit",4,0,0,0,0,NA
"Grayson Tiller",2005-02-20,"D","Barrie Colts",2,0,0,0,0,0
"Harrison Ballard",2004-04-16,"C","Guelph Storm",2,0,0,0,0,NA
"Harry Nansi",2007-09-10,"C","Owen Sound Attack",4,0,0,0,0,0
"Henry Brzustewicz",2007-02-09,"D","London Knights",4,0,0,0,0,0
"Henry Mews",2006-03-09,"D","Ottawa 67's",3,0,0,0,0,0
"Hudson Chitaroni",2007-08-22,"C","Sudbury Wolves",4,0,0,0,0,0
"Hughston Hurt",2007-07-10,"D","Sarnia Sting",4,0,0,0,0,0
"Hunter Brzustewicz",2004-11-29,"RD","Kitchener Rangers",3,0,0,0,0,0
"Hunter McKenzie",2006-12-07,"LW","Guelph Storm",6,0,0,0,0,0
"Hunter Solomon",2007-12-04,"D","Soo Greyhounds",3,0,0,0,0,NA
"Ihnat Pazii",2006-12-04,"LW","North Bay Battalion",1,0,0,0,0,NA
"Isaiah George",2004-02-15,"D","London Knights",1,0,0,0,0,NA
"Ivan Galiyanov",2007-10-16,"LW","Niagara IceDogs",4,0,0,0,0,NA
"Jack Brauti",2006-05-24,"D","Barrie Colts",2,0,0,0,0,NA
"Jack D'Arcy",2007-12-02,"D","Flint Firebirds",2,0,0,0,0,0
"Jack Dever",2005-09-05,"RW","Ottawa 67's",4,0,0,0,0,0
"Jack Greenwell",2005-01-05,"RW","Windsor Spitfires",5,0,0,0,0,0
"Jack Nesbitt",2007-01-12,"C","Windsor Spitfires",5,0,0,0,0,0
"Jack Van Volsen",2006-01-12,"C","Mississauga Steelheads",6,0,0,0,0,0
"Jackson Edward",2004-02-27,"D","London Knights",1,0,0,0,0,NA
"Jackson Stewart",2004-06-18,"LW","Owen Sound Attack",1,0,0,0,0,NA
"Jacob Battaglia",2006-03-17,"RW","Kingston Frontenacs",5,0,0,0,0,0
"Jacob Carroll",2005-05-09,"D","Barrie Colts",2,0,0,0,0,0
"Jacob Cloutier",2007-03-22,"RW","Saginaw Spirit",4,0,0,0,0,NA
"Jacob Frasca",2003-03-19,"C","Barrie Colts",1,0,0,0,0,NA
"Jacob Holmes",2003-07-04,"D","Kingston Frontenacs",2,0,0,0,0,0
"Jacob Julien",2004-09-12,"LW","London Knights",2,0,0,0,0,NA
"Jacob LeBlanc",2004-06-03,"D","Sarnia Sting",4,0,0,0,0,0
"Jacob Maillet",2003-03-13,"C","Windsor Spitfires",2,0,0,0,0,0
"Jacob Therrien",2006-02-08,"LW","North Bay Battalion",2,0,0,0,0,NA
"Jaiden Newton",2007-10-13,"C","Barrie Colts",3,0,0,0,0,0
"Jake Crawford",2007-05-05,"LW","Owen Sound Attack",4,0,0,0,0,0
"Jake Karabela",2004-03-07,"C","Guelph Storm",3,0,0,0,0,0
"Jake O'Brien",2007-06-16,"C","Brantford Bulldogs",6,0,0,0,0,0
"Jakub Chromiak",2005-11-02,"D","Sudbury Wolves",3,0,0,0,0,0
"Jakub Fibigr",2006-07-22,"D","Mississauga Steelheads",6,0,0,0,0,0
"James Barr",2007-06-01,"D","Sarnia Sting",5,0,0,0,0,0
"James Guo",2005-04-02,"D","Saginaw Spirit",1,0,0,0,0,NA
"James Jodoin",2003-02-04,"D","Windsor Spitfires",4,0,0,0,0,0
"James Petrovski",2005-08-12,"D","Owen Sound Attack",2,0,0,0,0,NA
"Jared Woolley",2006-02-27,"D","London Knights",3,0,0,0,0,NA
"Jax Dubois",2003-06-18,"C","Peterborough Petes",4,0,0,0,0,0
"Jeremy Martin",2007-02-06,"LW","Flint Firebirds",4,0,0,0,0,0
"Jett Luchanko",2006-08-21,"C","Guelph Storm",2,0,0,0,0,0
"Jimmy Lombardi",2007-02-16,"C","Flint Firebirds",4,0,0,0,0,NA
"Joey Willis",2005-03-14,"C","Saginaw Spirit",1,0,0,0,0,0
"Jonathan Melee",2004-01-15,"LW","Peterborough Petes",4,0,0,0,0,0
"Jonathon Pylypuik",2006-03-25,"C","Oshawa Generals",4,0,0,0,0,NA
"Jorian Donovan",2004-04-05,"D","Brantford Bulldogs",3,0,0,0,0,0
"Joseph Cadorin",2007-03-29,"LW","Peterborough Petes",4,0,0,0,0,NA
"Josh Brady",2006-01-11,"D","Ottawa 67's",3,0,0,0,0,0
"Josh Glavin",2006-09-24,"D","Saginaw Spirit",4,0,0,0,0,0
"Josh Kavanagh",2003-05-06,"D","Barrie Colts",4,0,0,0,0,0
"Joshua Avery",2007-01-30,"C","Brantford Bulldogs",4,0,0,0,0,NA
"Juan Copeland",2005-09-03,"LW","London Knights",4,0,0,0,0,0
"Julian Fantino",2004-02-05,"RW","Soo Greyhounds",4,0,0,0,0,0
"Justin Bottineau",2006-01-11,"RW","Kitchener Rangers",6,0,0,0,0,0
"Justin DeZoete",2004-01-02,"LW","Mississauga Steelheads",3,0,0,0,0,0
"Justin Ertel",2003-05-27,"LW","North Bay Battalion",1,0,0,0,0,0
"Justin Handsor",2007-09-24,"D","Barrie Colts",2,0,0,0,0,NA
"Kaeden Johnston",2005-02-03,"RW","London Knights",4,0,0,0,0,0
"Kaleb Dietsch",2007-01-03,"D","Ottawa 67's",2,0,0,0,0,0
"Kaleb Lawrence",2003-01-10,"LW","Owen Sound Attack",2,0,0,0,0,0
"Kaleb Smith",2004-05-14,"RW","Erie Otters",5,0,0,0,0,0
"Kashawn Aitcheson",2006-09-21,"D","Barrie Colts",5,0,0,0,0,0
"Kasper Halttunen",2005-06-07,"RW","London Knights",1,0,0,0,0,0
"Kieron Walton",2006-04-22,"LW","Sudbury Wolves",4,0,0,0,0,0
"Kimi Körbler",2006-09-25,"RW","Ottawa 67's",4,0,0,0,0,0
"Kocha Delic",2004-03-11,"C","Sudbury Wolves",1,0,0,0,0,0
"Konnor Smith",2004-11-06,"D","Peterborough Petes",3,0,0,0,0,0
"Kyle Morey",2005-06-27,"C","Kitchener Rangers",3,0,0,0,0,NA
"Kyler Morgan",2005-05-07,"LW","Windsor Spitfires",5,0,0,0,0,0
"Landen Hookey",2004-01-29,"RW","Owen Sound Attack",3,0,0,0,0,0
"Landon McCallum",2003-09-05,"RW","Sudbury Wolves",2,0,0,0,0,NA
"Lane Sim",2007-05-09,"LW","Sarnia Sting",5,0,0,0,0,0
"Lawson Sherk",2003-05-03,"C","Brantford Bulldogs",4,0,0,0,0,0
"Leo Serlin",2006-01-20,"RW","Guelph Storm",6,0,0,0,0,0
"Liam Arnsby",2003-11-20,"C","North Bay Battalion",1,0,0,0,0,NA
"Liam Gilmartin",2003-01-07,"LW","Erie Otters",1,0,0,0,0,0
"Liam Greentree",2006-01-01,"RW","Windsor Spitfires",5,0,0,0,0,0
"Liam Ladds",2007-10-28,"D","Peterborough Petes",5,0,0,0,0,NA
"Liam Spencer",2006-01-19,"D","Mississauga Steelheads",4,0,0,0,0,NA
"Liam Storch",2006-01-20,"RW","Saginaw Spirit",4,0,0,0,0,0
"Lincoln Moore",2005-09-21,"RW","Saginaw Spirit",4,0,0,0,0,NA
"Lirim Amidovski",2006-12-22,"RW","North Bay Battalion",4,0,0,0,0,NA
"Luca D'Amato",2004-08-18,"D","Oshawa Generals",4,0,0,0,0,0
"Luca Marrelli",2005-10-04,"D","Oshawa Generals",4,0,0,0,0,0
"Luca Pinelli",2005-04-05,"C","Ottawa 67's",2,0,0,0,0,0
"Luca Romano",2007-06-25,"RW","Kitchener Rangers",6,0,0,0,0,0
"Lucas Di Giantommaso",2005-11-14,"RW","Sudbury Wolves",4,0,0,0,0,0
"Lucas Karmiris",2006-09-27,"C","Mississauga Steelheads",6,0,0,0,0,0
"Lucas Moore",2005-06-07,"D","Brantford Bulldogs",3,0,0,0,0,0
"Lucas Rodriguez",2006-04-26,"D","Oshawa Generals",4,0,0,0,0,NA
"Lukas Fischer",2006-09-09,"D","Sarnia Sting",5,0,0,0,0,0
"Luke Dragusica",2007-02-16,"D","Mississauga Steelheads",6,0,0,0,0,0
"Luke Ellinas",2006-03-12,"LW","Kitchener Rangers",6,0,0,0,0,0
"Luke Torrance",2004-03-30,"LW","Oshawa Generals",3,0,0,0,0,0
"MacGregor Richmond",2006-08-06,"RW","Mississauga Steelheads",6,0,0,0,0,0
"Madden Steen",2004-05-18,"D","Owen Sound Attack",4,0,0,0,0,0
"Maddox Callens",2003-02-11,"LW","Kingston Frontenacs",4,0,0,0,0,0
"Malcolm Spence",2006-09-22,"LW","Erie Otters",5,0,0,0,0,0
"Maleek McGowan",2005-06-13,"D","Kingston Frontenacs",4,0,0,0,0,NA
"Marc Boudreau",2003-04-29,"LW","Mississauga Steelheads",2,0,0,0,0,0
"Marco Mignosa",2005-04-13,"RW","Soo Greyhounds",4,0,0,0,0,0
"Marek Vanacker",2006-04-12,"LW","Brantford Bulldogs",6,0,0,0,0,0
"Markas Samenas",2004-02-02,"LW","Flint Firebirds",4,0,0,0,0,0
"Marko Sikic",2003-03-24,"RW","Sarnia Sting",4,0,0,0,0,0
"Marko Stojkov",2004-08-11,"D","Flint Firebirds",4,0,0,0,0,0
"Martin Matejicek",2005-08-05,"D","Owen Sound Attack",4,0,0,0,0,0
"Martin Misiak",2004-09-30,"C","Erie Otters",3,0,0,0,0,0
"Masen Wray",2006-05-15,"C","Brantford Bulldogs",6,0,0,0,0,0
"Mason Chitaroni",2004-10-02,"D","Sudbury Wolves",4,0,0,0,0,0
"Mason Taylor",2006-02-23,"D","Flint Firebirds",3,0,0,0,0,0
"Mason Zebeski",2005-10-04,"LW","Mississauga Steelheads",6,0,0,0,0,0
"Matheas Stark",2007-01-14,"LW","Kitchener Rangers",6,0,0,0,0,0
"Mathieu Paris",2005-01-01,"C","Niagara IceDogs",4,0,0,0,0,NA
"Matthew Andonovski",2005-03-14,"LD","Kitchener Rangers",4,0,0,0,0,0
"Matthew Buckley",2005-03-21,"RW","Oshawa Generals",4,0,0,0,0,0
"Matthew Jenken",2005-10-12,"D","Flint Firebirds",2,0,0,0,0,NA
"Matthew Mayich",2004-12-21,"D","Ottawa 67's",2,0,0,0,0,0
"Matthew Soto",2005-08-31,"RW","Kingston Frontenacs",3,0,0,0,0,NA
"Matthew Virgilio",2006-03-24,"D","Soo Greyhounds",4,0,0,0,0,0
"Matthew Wang",2005-08-22,"LW","Flint Firebirds",3,0,0,0,0,0
"Max Anderson",2007-07-18,"C","Flint Firebirds",2,0,0,0,0,0
"Max McCue",2003-02-10,"LW","London Knights",1,0,0,0,0,0
"Max Namestnikov",2004-02-06,"LW","Guelph Storm",6,0,0,0,0,0
"Michael Buchinger",2004-04-25,"D","Guelph Storm",3,0,0,0,0,0
"Michael Derbidge",2005-04-04,"LW","Barrie Colts",3,0,0,0,0,NA
"Michael Lavigne",2007-01-17,"D","Windsor Spitfires",3,0,0,0,0,0
"Michael MacLean",2004-08-05,"D","Ottawa 67's",3,0,0,0,0,0
"Michael Misa",2007-02-16,"LW","Saginaw Spirit",2,0,0,0,0,0
