"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Andrew D'Agostini","5.11",180,"Peterborough Petes",1993-03-26,43,1176,1333,0.882,36.91,157,4.35,0,10,25,0,25,3,1,2,2
"John Chartrand","6.01",180,"Barrie Colts",1993-07-07,32,868,995,0.872,35.28,127,4.5,0,13,14,1,15,0,0,0,2
"Christopher Festarini","6.02",191,"Erie Otters",1993-06-03,18,362,423,0.856,32.26,61,4.65,0,4,8,0,8,1,1,0,0
"Clint Windsor","6.04",222,"Barrie Colts",1993-11-02,34,952,1091,0.873,39.05,139,4.98,0,5,20,0,20,3,1,2,4
"Brandon Hope","6.01",196,"Sarnia Sting",1994-03-18,29,860,988,0.87,38.94,128,5.04,0,7,15,1,16,3,2,1,9
"Michael Nishi","6.01",165,"Windsor Spitfires",1993-11-01,3,47,56,0.839,33.4,9,5.37,0,0,1,0,1,0,0,0,0
"Brendan O'Neill","6.04",190,"Sudbury Wolves",1994-04-24,5,127,148,0.858,40.36,21,5.73,0,0,3,0,3,0,0,0,0
"Blake Richard","6.03",175,"Kingston Frontenacs",1994-02-09,1,14,18,0.778,27,4,6,0,0,0,0,0,0,0,0,0
"Mike Gallardi","6.01",166,"Niagara IceDogs",1994-03-10,2,13,17,0.765,25.5,4,6,0,0,0,0,0,0,0,0,0
"Alexander Laino","6.02",180,"Sudbury Wolves",1992-09-17,3,74,89,0.831,37.08,15,6.25,0,0,2,0,2,0,0,0,4
"John Paul Cesario","5.11",167,"Owen Sound Attack",1993-05-19,1,21,22,0.955,41.79,1,1.9,0,0,0,0,0,0,0,0,0
"Keinan Brown","6.00",190,"Peterborough Petes",1993-01-11,3,53,64,0.828,35.39,11,6.08,0,0,1,0,1,0,0,0,0
