"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Brandon Foote","6.00",183,"Guelph Storm",1991-04-26,37,873,984,0.887,30.46,111,3.44,3,18,12,1,13,4,4,0,0
"John Cullen","5.11",175,"Kingston Frontenacs",1991-04-20,38,1028,1145,0.898,34.72,117,3.55,1,11,13,4,17,5,1,4,2
"Scott Stajcer","6.03",196,"Owen Sound Attack",1991-06-14,35,1132,1249,0.906,38.06,117,3.56,0,15,15,3,18,2,0,2,0
"Tyler Beskorowany","6.05",204,"Owen Sound Attack",1990-04-28,37,1199,1330,0.902,36.94,131,3.64,1,11,12,4,16,7,1,6,0
"Michael Zador","6.02",173,"Oshawa Generals",1991-05-08,28,774,863,0.897,35.39,89,3.65,0,11,13,0,13,1,0,1,0
"Andrew Loverock","6.03",189,"Sudbury Wolves",1989-07-29,52,1630,1805,0.903,37.84,175,3.67,0,20,21,3,24,5,2,3,2
"Mavric Parks","6.00",191,"Kingston Frontenacs",1990-05-07,55,1702,1895,0.898,36.71,193,3.74,1,16,29,4,33,3,1,2,4
"Shane Owen","6.01",190,"Erie Otters",1990-06-04,24,710,791,0.898,36.52,81,3.74,0,9,9,0,9,2,1,1,0
"Jeremy Smith","6.00",170,"Niagara IceDogs",1989-04-13,43,1327,1478,0.898,37.11,151,3.79,1,15,18,3,21,3,1,2,4
"Jason Missiaen","6.08",220,"Peterborough Petes",1990-05-25,38,1324,1465,0.904,39.57,141,3.81,1,12,21,0,21,4,2,2,2
"Neil Conway","6.01",183,"Oshawa Generals",1988-01-17,32,1046,1168,0.896,37.42,122,3.91,1,12,13,2,15,4,1,3,0
"Philipp Grubauer","6.00",170,"Belleville Bulls",1991-11-25,17,493,555,0.888,35.17,62,3.93,0,7,8,0,8,1,1,0,0
"Cody St. Jacques","5.11",180,"Sault Ste. Marie Greyhounds",1990-05-14,49,1392,1566,0.889,35.51,174,3.95,0,9,29,2,31,2,1,1,6
"Francis Dupuis","6.00",190,"Guelph Storm",1991-02-25,3,50,58,0.862,28.72,8,3.96,0,1,1,0,1,0,0,0,0
"Ryan Daniels","6.02",200,"Peterborough Petes",1988-06-22,24,781,869,0.899,39.27,88,3.98,0,11,11,1,12,1,1,0,4
"Kevin Bailie","6.03",195,"Oshawa Generals",1992-01-03,13,255,289,0.882,33.84,34,3.98,0,5,4,0,4,2,1,1,0
"Anthony Peters","6.01",196,"Saginaw Spirit",1990-12-31,21,541,614,0.881,34.09,73,4.05,1,4,11,1,12,2,0,2,2
"Daryl Borden","6.03",200,"London Knights",1989-05-19,16,481,544,0.884,35.35,63,4.09,0,5,6,1,7,1,0,1,2
"Mark Visentin","6.02",201,"Niagara IceDogs",1992-08-07,23,528,606,0.871,33.07,78,4.26,0,5,11,2,13,2,1,1,0
"Shayne Campbell","6.02",190,"Sarnia Sting",1992-11-16,10,244,278,0.878,35.04,34,4.29,0,1,5,0,5,0,0,0,0
"Bryce O'Hagan","6.02",192,"Sault Ste. Marie Greyhounds",1991-12-27,32,749,855,0.876,34.97,106,4.34,0,10,16,0,16,3,2,1,2
"Scott Wedgewood","6.01",187,"Plymouth Whalers",1992-08-14,6,88,100,0.88,38.01,12,4.56,0,0,2,0,2,0,0,0,0
"Alain Valiquette","6.03",186,"Sudbury Wolves",1990-12-21,23,729,824,0.885,39.62,95,4.57,0,6,14,0,14,1,0,1,0
"Mike Morrison","6.00",180,"Kitchener Rangers",1992-11-07,9,166,193,0.86,33.01,27,4.62,0,2,2,0,2,0,0,0,2
"Paul Dorsey","6.00",175,"Kingston Frontenacs",1990-06-21,1,15,20,0.75,26.5,5,6.62,0,0,1,0,1,0,0,0,0
"Joseph Lepera","5.09",171,"Saginaw Spirit",1991-01-31,2,14,19,0.737,27.68,5,7.28,0,0,0,0,0,0,0,0,0
"Torrin Lauziere","5.11",165,"London Knights",1990-06-17,1,14,19,0.737,28.5,5,7.5,0,0,1,0,1,0,0,0,0
"Adam Stein","5.10",175,"Ottawa 67's",1991-03-27,1,3,4,0.75,49.15,1,12.29,0,0,0,0,0,0,0,0,0
"Zac Fryia","5.09",160,"Peterborough Petes",1990-05-24,1,6,6,1,22.15,0,0,0,0,0,0,0,0,0,0,0
"Matt Hache","6.02",191,"Sarnia Sting",1988-05-06,8,238,261,0.912,32.29,23,2.85,1,5,2,0,2,1,0,1,0
