"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Easton Rye","6.00",196,"Peterborough Petes",2006-10-28,29,898,996,0.902,37.26,98,3.67,0,10,14,2,16,2,1,1,4
"Nick Surzycia","6.00",170,"Sarnia Sting",2004-12-17,48,1295,1463,0.885,32.25,168,3.7,0,16,21,4,25,7,2,5,0
"Zach Jovanovski","6.02",194,"Guelph Storm",2007-10-07,19,512,578,0.886,32.48,66,3.71,1,6,10,3,13,1,1,0,2
"Brayden Gillespie","5.11",172,"Brampton Steelheads",2005-07-23,40,1017,1155,0.881,31.49,138,3.76,2,17,17,2,19,0,0,0,0
"Andrew Oke","6.02",190,"Saginaw Spirit",2004-03-26,50,1259,1437,0.876,30.65,178,3.8,1,26,21,2,23,2,1,1,0
"Owen Flores","6.02",195,"Niagara IceDogs",2004-05-09,47,1488,1656,0.899,37.67,168,3.82,0,24,16,3,19,4,1,3,13
"Zach Bowen","6.02",190,"Peterborough Petes",2005-04-25,37,1168,1308,0.893,36.93,140,3.95,0,8,22,2,24,7,4,3,8
"Landon Miller","6.05",202,"Soo Greyhounds",2006-01-03,37,892,1017,0.877,33.09,125,4.07,1,13,17,1,18,1,1,0,0
"Colin Ellsworth","6.01",186,"Guelph Storm",2008-12-03,27,672,773,0.869,31.2,101,4.08,1,6,12,1,13,4,0,4,0
"Finn Marshall","6.02",180,"Sudbury Wolves",2006-01-13,31,673,773,0.871,32.43,100,4.2,1,13,9,0,9,0,0,0,2
"Charlie Burns","6.01",177,"Erie Otters",2006-01-29,21,466,542,0.86,30.26,76,4.24,0,6,10,0,10,0,0,0,0
"Matthew Koprowski","6.03",212,"Owen Sound Attack",2007-02-05,20,496,573,0.866,31.91,77,4.29,0,8,9,1,10,1,1,0,0
"Jack Lisson","6.02",190,"North Bay Battalion",2006-03-31,12,323,369,0.875,34.43,46,4.29,0,3,7,1,8,0,0,0,0
"Evan Maillet","6.00",172,"Sarnia Sting",2006-03-17,26,703,806,0.872,34.51,103,4.41,0,6,12,2,14,2,0,2,0
"Hayden Jeffery","6.01",183,"Niagara IceDogs",2006-05-08,5,148,168,0.881,37.66,20,4.48,0,1,2,1,3,0,0,0,0
"Charlie Larocque","6.03",181,"North Bay Battalion",2007-07-16,16,353,415,0.851,30.09,62,4.5,0,3,10,1,11,0,0,0,0
"Charlie Robertson","6.04",182,"Niagara IceDogs",2005-04-02,10,289,327,0.884,39.87,38,4.63,0,4,3,0,3,0,0,0,0
"Carter Nadon","6.01",184,"North Bay Battalion",2007-09-02,1,32,37,0.865,36.77,5,4.97,0,0,0,1,1,0,0,0,2
"Noah Bender","6.04",195,"Flint Firebirds",2006-06-30,14,299,359,0.833,30.91,60,5.17,0,3,9,0,9,0,0,0,0
"Owen Willmore","6.03",180,"London Knights",2004-12-14,3,70,83,0.843,33.92,13,5.31,0,1,2,0,2,0,0,0,0
"Matthew Humphries","6.04",195,"Niagara IceDogs",2008-07-28,13,332,399,0.832,34.48,67,5.79,0,0,10,0,10,1,0,1,0
"Jake Windbiel","6.04",205,"Windsor Spitfires",2008-02-11,1,32,38,0.842,38,6,6,0,1,0,0,0,0,0,0,0
"Reid Thomas","6.02",180,"Soo Greyhounds",2007-06-07,1,0,1,0,6.08,1,6.08,0,0,0,0,0,0,0,0,0
"Kayden Newton","6.03",150,"Guelph Storm",2007-11-20,1,12,16,0.75,24.51,4,6.13,0,0,1,0,1,0,0,0,0
"Marcus Vandenberg","5.11",172,"Sudbury Wolves",2004-04-25,1,29,37,0.784,37,8,8,0,0,1,0,1,0,0,0,0
"Sammy DiBlasi","6.04",190,"Saginaw Spirit",2007-01-13,2,20,29,0.69,30.09,9,9.34,0,0,0,0,0,0,0,0,0
"Noah Tegelaar","6.05",177,"Soo Greyhounds",2006-10-15,2,17,23,0.739,37.95,6,9.9,0,0,2,0,2,0,0,0,0
"Liam Conway","5.11",171,"Guelph Storm",2007-06-19,1,3,7,0.429,41.52,4,23.72,0,0,0,0,0,0,0,0,0
"Liam Sztuska","6.01",182,"Peterborough Petes",2004-05-01,3,111,124,0.895,43.67,13,4.58,0,0,3,0,3,0,0,0,0
"Anthony Paolini","5.08",160,"Brampton Steelheads",2006-07-28,3,83,97,0.856,31.79,14,4.59,0,1,1,1,2,0,0,0,0
"Jacob Gibbons","6.05",205,"Brampton Steelheads",2006-11-23,12,343,399,0.86,33.27,56,4.67,0,2,7,3,10,1,1,0,0
"Jacob Brown","6.03",190,"Flint Firebirds",2006-03-07,1,21,27,0.778,28.04,6,6.23,0,0,1,0,1,0,0,0,0
"Drew Gaulton","6.03",205,"Sudbury Wolves",2006-04-07,1,36,44,0.818,44,8,8,0,0,1,0,1,0,0,0,0
