"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Nikita Serebryakov","6.00",175,"Saginaw Spirit",1995-11-01,28,808,901,0.897,34.16,93,3.53,0,9,12,2,14,2,1,1,0
"Spencer Martin","6.03",204,"Mississauga Steelheads",1995-06-08,64,1863,2073,0.899,34.92,210,3.54,3,24,33,1,34,8,4,4,14
"Braydon Banitsiotis","6.04",192,"Belleville Bulls",1995-05-10,4,139,153,0.908,38.69,14,3.54,0,1,3,0,3,0,0,0,0
"Alex Fotinos","6.00",181,"Windsor Spitfires",1995-01-02,38,1067,1191,0.896,34.48,124,3.59,1,22,10,1,11,3,3,0,0
"Matt Mahalak","6.02",186,"Kingston Frontenacs",1993-01-22,51,1378,1549,0.89,32.52,171,3.59,3,28,19,1,20,4,3,1,0
"Tyson Teichmann","6.00",146,"Kitchener Rangers",1993-05-19,9,246,276,0.891,33.48,30,3.64,0,3,5,0,5,0,0,0,0
"Charlie Graham","6.00",179,"Belleville Bulls",1995-06-30,53,1646,1825,0.902,37.72,179,3.7,0,17,24,4,28,6,3,3,2
"Jordan DeKort","6.04",202,"Kitchener Rangers",1995-08-08,41,888,1008,0.881,31.19,120,3.71,1,10,18,2,20,3,2,1,6
"Brent Moran","6.04",195,"Niagara IceDogs",1996-07-05,40,1203,1350,0.891,35.31,147,3.85,0,14,19,2,21,4,2,2,0
"Matthew Greenfield","6.01",197,"Kitchener Rangers",1995-01-22,35,951,1075,0.885,33.68,124,3.88,0,9,22,0,22,5,3,2,0
"Dawson Carty","6.04",182,"Mississauga Steelheads",1996-02-02,12,210,237,0.886,34.1,27,3.88,0,0,2,0,2,1,0,1,0
"Jack Flinn","6.08",233,"Owen Sound Attack",1995-12-20,21,618,691,0.894,37.93,73,4.01,0,3,10,1,11,4,1,3,0
"Philippe Trudeau","6.06",209,"Ottawa 67's",1993-09-28,63,2120,2356,0.9,40.2,236,4.03,1,22,32,3,35,8,5,3,4
"Blake Richard","6.03",175,"Niagara IceDogs",1994-02-09,12,323,364,0.887,37.48,41,4.22,0,4,5,0,5,3,1,2,4
"Zack Bowman","6.02",179,"Plymouth Whalers",1997-07-31,14,370,416,0.889,39.17,46,4.33,0,2,5,0,5,1,1,0,0
"Taylor Dupuis","6.02",188,"Sarnia Sting",1994-07-20,48,1639,1841,0.89,41.06,202,4.51,1,12,27,2,29,6,2,4,0
"Jason Da Silva","5.11",180,"Peterborough Petes",1995-06-01,20,442,507,0.872,35.39,65,4.54,0,4,8,0,8,3,1,2,0
"Michael Giugovaz","6.00",166,"Belleville Bulls",1995-05-08,30,730,851,0.858,32.16,121,4.57,0,8,12,0,12,4,2,2,0
"Brodie Barrick","6.02",171,"Sarnia Sting",1994-11-11,25,751,868,0.865,40.49,117,5.46,0,5,15,0,15,1,0,1,8
"Chase Marchand","6.00",168,"Mississauga Steelheads",1995-12-17,4,84,97,0.866,41.57,13,5.57,0,0,3,0,3,0,0,0,0
"Brendan Johnston","6.01",194,"Windsor Spitfires",1997-01-30,1,2,3,0.667,18.15,1,6.05,0,0,0,0,0,0,0,0,0
"Liam Herbst","6.04",193,"Ottawa 67's",1996-09-14,10,221,259,0.853,42.1,38,6.18,0,1,4,0,4,0,0,0,0
"Riley Corbin","5.10",175,"Plymouth Whalers",1995-08-17,1,32,40,0.8,40,8,8,0,0,1,0,1,0,0,0,0
"David Ovsjannikov","6.06",229,"Saginaw Spirit",1997-02-16,1,0,2,0,67.29,2,67.29,0,0,0,0,0,0,0,0,0
"Jon D'Ilario","6.00",165,"Niagara IceDogs",1994-10-27,3,82,91,0.901,32.37,9,3.2,0,1,1,0,1,0,0,0,0
"Christopher Festarini","6.02",191,"Niagara IceDogs",1993-06-03,20,487,563,0.865,31.08,76,4.2,0,5,10,1,11,3,1,2,4
"Jacob Blair","6.02",186,"Ottawa 67's",1995-03-16,8,123,151,0.815,31.04,28,5.76,0,1,3,0,3,0,0,0,0
