"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Connor Hicks","6.04",193,"Flint Firebirds",1997-02-20,38,896,1011,0.886,28.23,115,3.21,1,18,13,1,14,4,1,3,2
"Evan Cormier","6.03",200,"Saginaw Spirit",1997-11-06,49,1364,1518,0.899,31.87,154,3.23,2,23,19,5,24,5,3,2,2
"Tyler Johnson","6.04",183,"London Knights",1998-02-07,26,622,691,0.9,32.53,69,3.25,0,12,6,0,6,1,1,0,8
"Matthew Mancina","6.02",191,"Mississauga Steelheads",1996-04-29,44,1147,1276,0.899,32.18,129,3.25,0,16,15,3,18,5,1,4,0
"Joseph Raaymakers","6.01",186,"Sault Ste. Marie Greyhounds",1998-03-17,41,1037,1167,0.889,30.3,130,3.38,1,23,13,3,16,4,3,1,10
"Kyle Keyser","6.02",186,"Oshawa Generals",1999-03-08,26,579,650,0.891,31.1,71,3.4,0,7,9,2,11,1,1,0,0
"Stephen Dhillon","6.05",203,"Niagara IceDogs",1998-09-14,59,2114,2312,0.914,40.4,198,3.46,1,21,29,4,33,6,2,4,6
"Zack Bowman","6.02",179,"Sudbury Wolves",1997-07-31,26,723,800,0.904,36.04,77,3.47,1,8,12,1,13,0,0,0,6
"Garrett Forrest","5.10",177,"Flint Firebirds",1997-07-07,32,870,979,0.889,31.55,109,3.51,1,13,14,2,16,3,1,2,2
"Luke Opilka","6.02",189,"Kitchener Rangers",1997-02-27,31,846,952,0.889,32.12,106,3.58,0,13,13,2,15,2,1,1,4
"Luke Richardson","6.03.",174,"Kitchener Rangers",1999-05-28,16,463,516,0.897,35.21,53,3.62,0,9,6,0,6,1,1,0,0
"Justin Fazio","6.01",189,"Sarnia Sting",1997-05-03,52,1540,1718,0.896,35.52,178,3.68,1,23,20,3,23,6,5,1,4
"Brent Moran","6.04",195,"North Bay Battalion",1996-07-05,48,1262,1422,0.887,32.79,160,3.69,0,18,23,3,26,2,1,1,4
"Barrett Mundell","6.02",182,"Oshawa Generals",1999-03-08,1,8,9,0.889,33.33,1,3.7,0,0,0,0,0,0,0,0,0
"Olivier Lafreniere","6.01",195,"Ottawa 67's",1998-06-08,34,853,961,0.888,32.98,108,3.71,0,11,14,4,18,1,1,0,0
"Bradley Van Schubert","6.03",211,"North Bay Battalion",1997-03-22,4,72,81,0.889,33.37,9,3.71,0,0,3,0,3,0,0,0,0
"Jake McGrath","6.02",168,"Sudbury Wolves",1999-01-07,45,1313,1466,0.896,36.12,153,3.77,1,17,18,6,24,2,2,0,0
"Cole Ceci","6.02",173,"Hamilton Bulldogs",1998-03-04,9,198,225,0.88,31.97,27,3.84,0,2,3,1,4,0,0,0,2
"Leo Lazarev","5.10",161,"Ottawa 67's",1997-07-27,43,1185,1335,0.888,34.17,150,3.84,2,15,20,3,23,1,0,1,4
"Christian Propp","6.02",192,"Barrie Colts",1999-03-27,32,864,977,0.884,33.67,113,3.89,1,7,20,1,21,2,2,0,8
"Liam Herbst","6.04",193,"Guelph Storm",1996-09-14,48,1360,1528,0.89,35.74,168,3.93,0,14,23,4,27,1,0,1,6
"Jake Lawr","6.02",176,"Erie Otters",1998-05-19,9,183,215,0.851,26.7,32,3.97,0,2,4,1,5,1,1,0,0
"David Ovsjannikov","6.06",229,"Barrie Colts",1997-02-16,34,867,987,0.878,32.83,120,3.99,0,8,16,4,20,2,1,1,2
"MacKenzie Savard","5.08",168,"Sudbury Wolves",1997-06-10,7,175,198,0.884,36.48,23,4.24,0,2,4,0,4,0,0,0,0
"Mat Woroniuk","6.02",195,"North Bay Battalion",1999-03-25,9,150,176,0.852,28.89,26,4.27,0,3,1,1,2,2,2,0,0
"Aidan Hughes","6.04",224,"Sarnia Sting",1999-04-10,21,553,627,0.882,36.6,74,4.32,0,7,8,3,11,1,1,0,0
"Brendan Bonello","6.01",206,"Saginaw Spirit",1999-04-01,21,483,564,0.856,32.01,81,4.6,0,3,11,2,13,0,0,0,2
"Anthony Popovich","6.02",197,"Guelph Storm",1999-08-01,30,828,945,0.876,37.24,117,4.61,0,7,17,1,18,1,0,1,0
"Blair Coffin","6.04",218,"Sarnia Sting",2000-04-02,3,97,111,0.874,37.29,14,4.7,0,1,2,0,2,0,0,0,0
"Ruan Badenhorst","5.10",169,"Barrie Colts",1998-10-03,11,275,321,0.857,33.84,46,4.85,0,2,8,1,9,0,0,0,0
"Lucas Pfeil","6.01",192,"Kitchener Rangers",2000-05-14,1,13,18,0.722,19.31,5,5.36,0,0,1,0,1,0,0,0,0
"Colton Incze","6.02",210,"Niagara IceDogs",1999-01-31,14,393,455,0.864,40.39,62,5.5,0,2,6,2,8,0,0,0,4
"Matthew Menna","6.01",170,"Flint Firebirds",1998-09-07,2,36,40,0.9,20,4,2,1,1,1,0,1,0,0,0,0
"Zach Moore","6.02",185,"Kingston Frontenacs",1998-01-12,1,13,16,0.813,21.4,3,4.01,0,0,0,0,0,0,0,0,0
