"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Gerald Coleman","6.04",190,"London Knights",1985-04-03,26,489,551,0.887,31.22,62,3.51,1,6,10,0,10,0,0,0,2
"Peter Hamerlik","6.02",190,"Kingston Frontenacs",1982-01-02,47,1378,1532,0.899,35.83,154,3.6,2,19,22,0,22,0,0,0,6
"Mike Brown","6.00",207,"Saginaw Spirit",1985-03-04,39,1096,1230,0.891,33.47,134,3.65,0,8,20,3,23,0,0,0,13
"Joel Whitmarsh","6.05",204,"Sudbury Wolves",1983-05-27,57,1498,1689,0.887,32.66,191,3.69,2,14,31,2,33,0,0,0,4
"Rick Miller","",NA,"Sudbury Wolves",NA,1,23,26,0.885,32.2,3,3.72,0,0,0,0,0,0,0,0,0
"Thomas Lee","6.02",195,"Barrie Colts",1984-09-01,16,312,351,0.889,33.89,39,3.77,0,3,6,1,7,0,0,0,0
"Dan LaCosta","6.03",195,"Owen Sound Attack",1986-03-28,28,594,677,0.877,30.75,83,3.77,0,8,10,0,10,0,0,0,0
"Adam Munro","6.01",200,"Sault Ste. Marie Greyhounds",1982-11-12,50,1548,1732,0.894,35.6,184,3.78,2,22,23,3,26,0,0,0,4
"Chris Hardill","6.04",196,"Ottawa 67's",1983-09-04,21,547,609,0.898,38.8,62,3.95,0,9,4,3,7,0,0,0,0
"Marty Magers","6.01",182,"Sudbury Wolves",1983-07-01,39,1022,1162,0.88,34.22,140,4.12,0,7,23,2,25,0,0,0,0
"Tyson Kellerman","6.02",185,"Saginaw Spirit",1984-01-18,35,1016,1149,0.884,36.46,133,4.22,0,3,25,4,29,0,0,0,7
"Ryan Nie","6.00",165,"Plymouth Whalers",1985-04-15,2,34,39,0.872,33.02,5,4.23,0,1,1,0,1,0,0,0,0
"Joey Biasucci","6.00",192,"Sault Ste. Marie Greyhounds",1984-04-07,18,426,492,0.866,32.42,66,4.35,0,4,8,0,8,0,0,0,0
"Denis Khudyakov","6.01",196,"Windsor Spitfires",1984-03-08,10,220,249,0.884,39.11,29,4.55,1,5,2,0,2,0,0,0,0
"Dwight LaBrosse","6.01",170,"Kingston Frontenacs",1983-10-06,27,662,760,0.871,35.67,98,4.6,0,5,12,2,14,0,0,0,2
"Ryan Dickie","5.10",170,"Windsor Spitfires",1985-03-20,5,81,98,0.827,27.61,17,4.79,0,1,2,0,2,0,0,0,0
"Matt Tanel","6.06",210,"Mississauga IceDogs",1984-06-27,5,80,94,0.851,32.17,14,4.79,0,0,1,0,1,0,0,0,0
"Max Marion","5.10",165,"Erie Otters",1985-04-19,13,285,330,0.864,37.82,45,5.16,0,1,4,0,4,0,0,0,0
"Josh Sturrock","6.01",179,"Sudbury Wolves",1985-07-09,7,128,151,0.848,34.37,23,5.24,0,1,5,0,5,0,0,0,0
"Andrew Onorati","",NA,"Toronto St. Michael's Majors",NA,1,9,10,0.9,58.63,1,5.86,0,0,0,0,0,0,0,0,0
"Dan Turple","6.05",230,"Kingston Frontenacs",1985-01-01,12,267,312,0.856,41.7,45,6.01,0,2,7,1,8,0,0,0,0
"Dayne Davis","6.00",230,"Kingston Frontenacs",1985-03-26,3,28,33,0.848,52.82,5,8,0,0,0,0,0,0,0,0,0
