"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Johan Mattsson","6.04",192,"Sudbury Wolves",1992-04-25,37,1158,1272,0.91,35.28,114,3.16,0,23,11,2,13,5,4,1,4
"Alex Fotinos","6.00",181,"Barrie Colts",1995-01-02,14,363,400,0.908,34.41,37,3.18,1,5,5,1,6,2,2,0,0
"Joel Vienneau","6.03",175,"Sudbury Wolves",1992-01-18,29,788,877,0.899,32.11,89,3.26,1,13,11,1,12,1,0,1,2
"Michael Nishi","6.01",165,"Ottawa 67's",1993-11-01,20,604,671,0.9,34.21,67,3.42,1,10,8,1,9,1,0,1,0
"Jake Paterson","6.01",183,"Saginaw Spirit",1994-05-03,42,1219,1348,0.904,35.71,129,3.42,1,18,18,0,18,3,0,3,2
"Jack Campbell","6.02",199,"Sault Ste. Marie Greyhounds",1992-01-09,46,1324,1478,0.896,33.17,154,3.46,2,21,15,3,18,4,0,4,4
"Clint Windsor","6.04",222,"Saginaw Spirit",1993-11-02,30,839,934,0.898,34.7,95,3.53,0,15,7,2,9,6,3,3,2
"Daniel Altshuller","6.03",200,"Oshawa Generals",1994-07-24,30,940,1044,0.9,35.68,104,3.55,0,11,16,2,18,2,1,1,2
"Igor Bobkov","6.06",210,"Kingston Frontenacs",1991-01-02,58,1839,2039,0.902,37.07,200,3.64,1,17,32,2,34,4,0,4,0
"Devin Williams","6.00",174,"Erie Otters",1995-10-30,9,287,316,0.908,40.54,29,3.72,0,2,4,0,4,1,0,1,2
"Jaroslav Pavelka","6.02",189,"Windsor Spitfires",1993-09-12,41,1135,1266,0.897,36.24,131,3.75,3,13,17,3,20,2,0,2,4
"Brandon Hope","6.01",196,"Sarnia Sting",1994-03-18,18,374,429,0.872,30.14,55,3.86,0,5,3,0,3,3,1,2,4
"Mike Morrison","6.00",180,"Kitchener Rangers",1992-11-07,40,1114,1251,0.89,35.36,137,3.87,1,10,19,2,21,3,0,3,0
"John Cullen","5.11",175,"Windsor Spitfires",1991-04-20,29,779,873,0.892,36.1,94,3.89,2,11,14,1,15,2,2,0,8
"Andrew D'Agostini","5.11",180,"Peterborough Petes",1993-03-26,38,1042,1171,0.89,35.43,129,3.9,1,17,15,1,16,2,1,1,0
"Charlie Graham","6.00",179,"Belleville Bulls",1995-06-30,12,275,316,0.87,30.43,41,3.95,0,2,7,0,7,1,1,0,0
"Spencer Martin","6.03",204,"Mississauga St. Michael's Majors",1995-06-08,15,385,435,0.885,34.67,50,3.98,0,2,7,0,7,1,0,1,0
"John Chartrand","6.01",180,"Belleville Bulls",1993-07-07,22,629,711,0.885,34.71,82,4,1,8,11,1,12,2,2,0,0
"Brandon Foote","6.00",183,"Guelph Storm",1991-04-26,18,392,446,0.879,33.2,54,4.02,0,4,6,1,7,1,0,1,4
"Jeremy Pominville","5.11",176,"Sudbury Wolves",1993-07-27,2,27,32,0.844,26.05,5,4.07,0,0,0,1,1,0,0,0,0
"Matt Murray","6.05",171,"Sault Ste. Marie Greyhounds",1994-05-25,36,916,1046,0.876,32.83,130,4.08,0,13,19,0,19,1,0,1,0
"Ramis Sadikov","6.04",225,"Erie Otters",1991-02-26,36,1220,1365,0.894,40.15,145,4.26,0,6,23,3,26,4,2,2,4
"John Paul Cesario","5.11",167,"Erie Otters",1993-05-19,5,122,141,0.865,32.94,19,4.44,0,1,3,0,3,0,0,0,0
"Keinan Brown","6.00",190,"Erie Otters",1993-01-11,2,69,79,0.873,39.57,10,5.01,0,0,2,0,2,0,0,0,0
"Tyson Teichmann","6.00",146,"London Knights",1993-05-19,21,627,720,0.871,39.5,93,5.1,1,2,16,0,16,0,0,0,0
"Charlie Millen","6.00",185,"Sault Ste. Marie Greyhounds",1992-12-10,2,34,40,0.85,34.77,6,5.22,0,0,0,0,0,0,0,0,0
"Jordan DeKort","6.04",202,"Windsor Spitfires",1995-08-08,3,76,89,0.854,36.9,13,5.39,0,0,1,0,1,0,0,0,0
"Jacob Riley","6.01",170,"Kingston Frontenacs",1993-03-18,10,266,311,0.855,38.12,45,5.52,0,2,4,0,4,1,0,1,0
"Jack Moylan","6.02",193,"Kitchener Rangers",1995-04-12,4,69,83,0.831,35.83,14,6.04,0,1,1,0,1,0,0,0,0
"Brendan O'Neill","6.04",190,"Sudbury Wolves",1994-04-24,5,100,125,0.8,30.28,25,6.06,0,0,4,0,4,0,0,0,0
"Blake Richard","6.03",175,"Kingston Frontenacs",1994-02-09,8,151,183,0.825,35.12,32,6.14,0,0,5,1,6,0,0,0,0
"Adam Wood","6.04",180,"Erie Otters",1993-07-15,1,29,39,0.744,39,10,10,0,0,1,0,1,0,0,0,0
"Taylor Edwards","6.00",160,"Mississauga St. Michael's Majors",1992-06-02,1,13,14,0.929,22.68,1,1.62,0,0,0,0,0,1,0,1,0
"Mike Gallardi","6.01",166,"Niagara IceDogs",1994-03-10,2,27,30,0.9,31.21,3,3.12,0,1,0,0,0,0,0,0,0
"Tadeas Galansky","6.04",212,"Saginaw Spirit",1992-12-29,17,447,510,0.876,35.65,63,4.4,1,6,6,0,6,3,2,1,2
"Karsten Pankhurst","6.00",188,"Ottawa 67's",1992-05-06,1,23,30,0.767,30,7,7,0,0,1,0,1,0,0,0,0
