"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Jason Flick","6.02",200,"Sault Ste. Marie Greyhounds",1979-04-13,54,1656,1827,0.906,35.15,171,3.29,0,26,17,5,22,0,0,0,6
"Cory Campbell","6.00",190,"Belleville Bulls",1981-07-27,43,1238,1376,0.9,33.58,138,3.37,0,24,14,0,14,0,0,0,12
"Ryan Aschaber","6.03",190,"Windsor Spitfires",1982-01-29,36,872,976,0.893,32.05,104,3.42,1,18,13,1,14,0,0,0,6
"Mike Pickard","5.09",165,"Peterborough Petes",1980-01-21,28,739,822,0.899,33.95,83,3.43,0,14,10,0,10,0,0,0,4
"Andrew Raycroft","6.01",170,"Kingston Frontenacs",1980-05-04,61,2322,2513,0.924,45.14,191,3.43,0,33,18,2,20,0,0,0,12
"T.J. Aceti","6.00",198,"Oshawa Generals",1982-06-13,36,1044,1150,0.908,37.85,106,3.49,2,13,12,2,14,0,0,0,17
"Miguel Beaudry","5.11",180,"Sudbury Wolves",1982-05-29,25,703,777,0.905,36.65,74,3.49,1,12,7,0,7,0,0,0,2
"Scott Della Vedova","6.02",185,"Brampton Battalion",1981-08-25,27,703,783,0.898,34.71,80,3.55,2,6,14,1,15,0,0,0,0
"Reg Bourcier","5.10",184,"Kitchener Rangers",1980-03-13,59,2147,2349,0.914,41.45,202,3.56,3,24,25,2,27,0,0,0,18
"Craig Anderson","6.02",185,"Guelph Storm",1981-05-21,38,1205,1322,0.911,40.55,117,3.59,0,12,16,1,17,0,0,0,6
"Chris Madden","6.01",175,"Guelph Storm",1979-03-10,40,1281,1411,0.908,39.44,130,3.63,2,17,18,0,18,0,0,0,2
"Ben Vanderklok","5.11",185,"Barrie Colts",1981-11-30,15,366,408,0.897,35.84,42,3.69,0,6,4,0,4,0,0,0,6
"Sebastien Laplante","5.10",170,"Sudbury Wolves",1981-01-16,2,37,42,0.881,31.5,5,3.75,0,0,1,0,1,0,0,0,0
"Aaron Molnar","6.00",175,"London Knights",1981-10-08,28,741,833,0.89,34.12,92,3.77,0,7,15,1,16,0,0,0,0
"Mike Smith","6.04",195,"Kingston Frontenacs",1982-11-22,15,354,396,0.894,35.66,42,3.78,0,4,4,1,5,0,0,0,2
"Chad Lynch","6.01",170,"Kingston Frontenacs",1980-09-09,2,60,66,0.909,41.63,6,3.78,0,1,0,0,0,0,0,0,0
"Curtis Sanford","5.10",160,"Owen Sound Platers",1979-10-05,53,1941,2139,0.907,41.08,198,3.8,1,18,23,5,28,0,0,0,6
"Dwayne Bateman","6.01",172,"Toronto St. Michael's Majors",1980-01-20,47,1529,1689,0.905,41.78,160,3.96,0,12,28,2,30,0,0,0,10
"Scott Dickie","5.10",185,"Kitchener Rangers",1982-12-16,16,509,557,0.914,45.98,48,3.96,0,4,5,2,7,0,0,0,6
"Peter Budaj","6.01",190,"Toronto St. Michael's Majors",1982-09-18,34,949,1061,0.894,37.97,112,4.01,1,6,16,2,18,0,0,0,6
"Andrew Penner","6.03",205,"North Bay Centennials",1982-12-21,22,623,702,0.887,39.34,79,4.43,0,3,11,1,12,0,0,0,0
"Nick Foley","5.10",156,"Mississauga IceDogs",1979-03-22,39,1368,1537,0.89,44.22,169,4.86,0,4,29,1,30,0,0,0,4
"Michael Mole","6.00",196,"Mississauga IceDogs",1982-10-12,37,1327,1500,0.885,44.83,173,5.17,0,5,27,1,28,0,0,0,2
"Cory Roberts","6.02",175,"Owen Sound Platers",1982-06-07,20,649,737,0.881,44.19,88,5.28,0,3,12,1,13,0,0,0,7
"Cody Spicer","6.03",170,"London Knights",1982-04-20,2,52,58,0.897,51.58,6,5.34,0,1,0,0,0,0,0,0,0
"Kevin Rainey","5.11",160,"Oshawa Generals",1982-10-13,1,16,19,0.842,36.87,3,5.82,0,0,0,0,0,0,0,0,0
"Luc Bergeron","5.09",165,"Belleville Bulls",1981-09-26,1,12,15,0.8,40.09,3,8.02,0,0,0,0,0,0,0,0,0
"David Currie","5.10",175,"Peterborough Petes",1982-03-24,2,13,18,0.722,45.44,5,12.62,0,0,2,0,2,0,0,0,0
