"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Anthony Peters","6.01",196,"Oshawa Generals",1990-12-31,11,255,309,0.825,32.49,54,5.68,0,1,5,0,5,2,0,2,6
"Patrick Killeen","6.04",204,"Brampton Battalion",1990-04-15,8,146,175,0.834,34.56,29,5.73,0,1,3,0,3,0,0,0,0
"Jonathan Laniel","6.2",190,"Erie Otters",1986-05-20,19,514,603,0.852,39.86,89,5.88,0,3,14,0,14,0,0,0,15
"Mike Iafrate","5.09",175,"Mississauga IceDogs",1987-01-18,3,55,66,0.833,38.16,11,6.36,0,0,0,0,0,0,0,0,4
"Alain Valiquette","6.03",186,"Sudbury Wolves",1990-12-21,1,7,11,0.636,29.12,4,10.59,0,0,1,0,1,0,0,0,0
"Russ Brownell","5.11",163,"Owen Sound Attack",1987-05-15,3,90,101,0.891,32.76,11,3.57,0,2,0,0,0,1,0,1,0
"Aaron Rock","6.00",195,"Kingston Frontenacs",1987-07-05,15,409,469,0.872,37.11,60,4.75,0,2,7,2,9,1,1,0,2
"Carlo DiRienzo","6.00",188,"Oshawa Generals",1986-02-10,17,439,515,0.852,33.45,76,4.94,0,8,7,0,7,5,4,1,18
"Kevin Opsahl","5.10",175,"Kingston Frontenacs",1986-01-19,2,55,65,0.846,34.5,10,5.31,0,0,2,0,2,0,0,0,0
"Jake Fischer","6.03",192,"Ottawa 67's",1989-02-15,1,16,21,0.762,29,5,6.9,0,0,0,0,0,0,0,0,0
