"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"David Egorov","6.02",195,"Hamilton Bulldogs",2006-05-18,2,51,59,0.864,29.51,8,4,0,1,1,0,1,0,0,0,0
"Nolan Lalonde","6.02",197,"Erie Otters",2004-02-14,41,990,1141,0.868,30.96,151,4.1,1,11,20,2,22,4,0,4,2
"Jacob Oster","6.03",190,"Oshawa Generals",2004-03-26,49,1227,1406,0.873,33.02,179,4.2,3,17,23,2,25,3,1,2,2
"Mathias Onuska","6.03",180,"Windsor Spitfires",2002-05-30,33,897,1034,0.868,33.54,137,4.44,0,17,11,4,15,0,0,0,0
"Samuel Ivanov","6.04",177,"Soo Greyhounds",2003-01-02,42,973,1137,0.856,30.98,164,4.47,0,11,18,5,23,5,2,3,2
"Owen Flores","6.02",195,"Niagara IceDogs",2004-05-09,42,1388,1557,0.891,42.3,169,4.59,0,7,23,4,27,1,0,1,4
"Jackson Parsons","6.02",202,"Kitchener Rangers",2004-11-23,5,124,146,0.849,30.96,22,4.67,0,1,4,0,4,0,0,0,0
"Chazz Nixon","6.00",170,"Mississauga Steelheads",2004-04-03,2,48,56,0.857,33.93,8,4.85,0,0,1,0,1,0,0,0,0
"Carter Bickle","6.01",176,"Oshawa Generals",2004-05-27,25,585,687,0.852,33.36,102,4.95,0,6,12,0,12,1,0,1,0
"Brett Fullerton","6.04",200,"Saginaw Spirit",2004-06-25,4,71,89,0.798,26.53,18,5.37,0,1,2,0,2,0,0,0,0
"Charlie Burns","6.01",177,"Niagara IceDogs",2006-01-29,3,94,111,0.847,37.34,17,5.72,0,0,3,0,3,0,0,0,0
"Josh Rosenzweig","6.03",185,"Niagara IceDogs",2003-02-27,33,1067,1229,0.868,43.45,162,5.73,0,5,21,4,25,0,0,0,4
"Ian Michelone","6.02",212,"Windsor Spitfires",2004-06-21,2,41,49,0.837,36.22,8,5.91,0,1,1,0,1,0,0,0,0
"Landon Miller","6.05",202,"Soo Greyhounds",2006-01-03,5,76,93,0.817,36.4,17,6.65,0,0,1,0,1,0,0,0,0
"Ethan Kowatsch","6.00",183,"Guelph Storm",2005-05-25,1,1,5,0.2,21.25,4,17,0,0,1,0,1,0,0,0,0
"Boe Piroski","6.02",190,"Flint Firebirds",2004-03-04,1,10,11,0.909,33,1,3,0,0,0,0,0,0,0,0,0
"Marshall Nicholls","6.00",171,"Erie Otters",2003-06-13,6,113,130,0.869,26.65,17,3.48,0,1,3,0,3,1,0,1,0
"Joe Ranger","6.00",191,"Sudbury Wolves",2002-02-12,28,742,846,0.877,31.78,104,3.91,0,11,13,3,16,0,0,0,0
"Dixon Grimes","6.04",196,"Guelph Storm",2003-04-05,9,145,172,0.843,25.86,27,4.06,0,1,4,0,4,1,1,0,0
