"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Cruz Reznik","6.03",196,"Oshawa Generals",2009-03-15,1,22,27,0.815,27.11,5,5.02,0,0,1,0,1,0,0,0,0
"Isaac Gravelle","6.00",186,"Oshawa Generals",2007-01-18,10,192,226,0.85,33.59,34,5.05,0,1,7,0,7,0,0,0,0
"Finn Moffett","6.03",170,"Gatineau Olympiques",2007-02-06,1,29,34,0.853,34.83,5,5.12,0,0,1,0,1,0,0,0,0
"Dylan Lee-Stack","6.02",180,"Peterborough Petes",2007-04-24,2,54,66,0.818,46.15,12,8.39,0,0,1,0,1,0,0,0,0
"Jack Lisson","6.02",190,"North Bay Battalion",2006-03-31,40,1043,1143,0.913,29.6,100,2.59,1,24,11,2,13,4,3,1,2
"Hagan Bach","6.01",191,"Barrie Colts",2009-04-17,1,25,28,0.893,28,3,3,0,1,0,0,0,0,0,0,0
"Charlie Robertson","6.04",182,"Niagara IceDogs",2005-04-02,31,734,828,0.886,30.97,94,3.52,2,13,9,2,11,3,2,1,0
"Charlie Larocque","6.03",181,"Sarnia Sting",2007-07-16,5,129,149,0.866,32.06,20,4.3,0,2,1,1,2,0,0,0,0
"Finn Marshall","6.02",180,"Sudbury Wolves",2006-01-13,10,234,272,0.86,34.15,38,4.77,0,3,5,0,5,0,0,0,0
"Jason Tremblay","6.04",198,"Sudbury Wolves",2006-08-08,1,0,2,0,34.12,2,34.12,0,0,1,0,1,0,0,0,0
