"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"David Bedkowski",2006-12-07,"RD","Owen Sound Attack",3,0,0,0,0,NA
"David Buchman",2009-07-01,"D","Brantford Bulldogs",4,0,0,0,0,0
"David Green",2006-08-13,"D","Brampton Steelheads",5,0,0,0,0,0
"Dawson Morris",2008-03-13,"D","Guelph Storm",4,0,0,0,0,NA
"Daylen Moses",2005-06-13,"C","Sarnia Sting",1,0,0,0,0,NA
"Declan Waddick",2005-01-24,"LW","Owen Sound Attack",3,0,0,0,0,0
"Devran Brown",2008-04-23,"D","North Bay Battalion",1,0,0,0,0,NA
"Douglas Mitchell",2007-04-26,"RW","Brantford Bulldogs",1,0,0,0,0,NA
"Dryden Allen",2007-07-09,"D","Flint Firebirds",3,0,0,0,0,0
"Duncan Thompson",2006-09-21,"RW","Guelph Storm",5,0,0,0,0,0
"Dylan Edwards",2005-07-20,"RW","Erie Otters",2,0,0,0,0,0
"Dylan Luecke",2007-02-22,"RW","Sarnia Sting",4,0,0,0,0,0
"Dylan Tsherna",2007-02-22,"RW","Brantford Bulldogs",3,0,0,0,0,0
"Eamon Edgar",2009-11-05,"C","Barrie Colts",5,0,0,0,0,0
"Easton Mikus",2007-06-19,"C","Owen Sound Attack",5,0,0,0,0,0
"Easton Poe",2008-03-06,"D","North Bay Battalion",1,0,0,0,0,0
"Eddie Hickson",2008-04-30,"C","London Knights",2,0,0,0,0,NA
"Edison Engle",2007-02-15,"D","Brantford Bulldogs",3,0,0,0,0,0
"Egor Barabanov",2006-05-16,"C","Saginaw Spirit",5,0,0,0,0,0
"Elijah Chavez",2008-09-15,"LW","Peterborough Petes",1,0,0,0,0,NA
"Elliot Arnett",2008-03-12,"LD","Owen Sound Attack",4,0,0,0,0,NA
"Eloan Le Gallic",2009-02-06,"C","London Knights",1,0,0,0,0,0
"Eric Frossard",2008-01-12,"D","Guelph Storm",2,0,0,0,0,NA
"Eric He",2007-10-17,"LW","Niagara IceDogs",4,0,0,0,0,0
"Erik Muxlow",2007-03-21,"LW","Soo Greyhounds",3,0,0,0,0,NA
"Eron Mitchell",2006-08-31,"LW","Barrie Colts",3,0,0,0,0,0
"Ethan Armstrong",2007-01-23,"D","Barrie Colts",5,0,0,0,0,NA
"Ethan Belchetz",2008-03-30,"LW","Windsor Spitfires",3,0,0,0,0,0
"Ethan Czata",2007-05-29,"C","Niagara IceDogs",2,0,0,0,0,0
"Ethan Dean",2008-03-11,"C","Sudbury Wolves",4,0,0,0,0,0
"Ethan Garden",2008-04-13,"LW","Windsor Spitfires",3,0,0,0,0,0
"Ethan Kindree",2008-06-02,"RW","Owen Sound Attack",4,0,0,0,0,0
"Ethan Miedema",2005-03-22,"LW","Guelph Storm",2,0,0,0,0,0
"Ethan Neller",2006-07-13,"C","Oshawa Generals",3,0,0,0,0,0
"Ethan Procyszyn",2006-07-11,"C","North Bay Battalion",2,0,0,0,0,0
"Ethan Toms",2006-01-19,"C","Oshawa Generals",5,0,0,0,0,0
"Ethan Weir",2007-01-10,"RW","Saginaw Spirit",4,0,0,0,0,0
"Evan Headrick",2008-01-08,"RW","Kitchener Rangers",5,0,0,0,0,0
"Evan Nicholson",2009-04-01,"LW","Kitchener Rangers",5,0,0,0,0,0
"Evan Passmore",2006-12-05,"D","Barrie Colts",2,0,0,0,0,NA
"Evan Van Gorp",2006-05-18,"LW","London Knights",2,0,0,0,0,0
"Evgeny Dubrovtsev",2008-03-18,"C","North Bay Battalion",6,0,0,0,0,0
"Filip Ekberg",2007-04-14,"RW","Ottawa 67's",3,0,0,0,0,0
"Finn Kearns",2008-06-08,"D","Sudbury Wolves",2,0,0,0,0,NA
"Francis Parish",2007-03-06,"RW","Peterborough Petes",2,0,0,0,0,0
"Frankie Marrelli",2006-02-16,"D","Ottawa 67's",3,0,0,0,0,0
"Fraser McDonell",2006-03-02,"D","Oshawa Generals",1,0,0,0,0,NA
"Gabriel Chiarot",2006-09-17,"RW","Brampton Steelheads",3,0,0,0,0,0
"Gabriel Frasca",2006-02-18,"C","Erie Otters",4,0,0,0,0,0
"Gabriel Smith",2007-01-01,"LD","Owen Sound Attack",3,0,0,0,0,NA
"Gage Evans",2006-06-30,"D","Windsor Spitfires",2,0,0,0,0,NA
"Garrett Frazer",2006-02-10,"D","Erie Otters",4,0,0,0,0,NA
"Gavin Christie",2009-04-13,"D","Brantford Bulldogs",3,0,0,0,0,NA
"Gavin Ewles",2005-03-01,"D","Sudbury Wolves",2,0,0,0,0,0
"Genc Ula",2008-10-26,"D","Peterborough Petes",2,0,0,0,0,0
"George Komadoski",2008-08-03,"D","Flint Firebirds",3,0,0,0,0,NA
"Gerry DiCunzolo",2009-06-16,"LW","Peterborough Petes",3,0,0,0,0,0
"Grady Spicer",2008-07-17,"D","Windsor Spitfires",4,0,0,0,0,0
"Grant Spada",2007-06-24,"D","Guelph Storm",3,0,0,0,0,NA
"Grayden Strohack",2006-06-09,"D","Peterborough Petes",1,0,0,0,0,NA
"Graydon Jones",2007-01-01,"D","Saginaw Spirit",5,0,0,0,0,0
"Grayson Tiller",2005-02-20,"D","Niagara IceDogs",2,0,0,0,0,0
"Haeden Ellis",2007-03-07,"RW","Kitchener Rangers",5,0,0,0,0,0
"Haoxi Wang",2007-07-27,"D","Oshawa Generals",2,0,0,0,0,0
"Harris Pangretitsch",2008-03-29,"D","Soo Greyhounds",4,0,0,0,0,NA
"Harrison Franssen",2006-05-04,"C","Oshawa Generals",6,0,0,0,0,NA
"Harry Nansi",2007-09-10,"RW","Owen Sound Attack",3,0,0,0,0,0
"Hayden Barch",2007-04-14,"D","Saginaw Spirit",2,0,0,0,0,NA
"Hayden Martin",2009-02-27,"D","Guelph Storm",3,0,0,0,0,0
"Henry Brzustewicz",2007-02-09,"D","London Knights",2,0,0,0,0,0
"Henry Doucet",2008-08-11,"LW","Sudbury Wolves",4,0,0,0,0,0
"Hudson Chitaroni",2007-08-22,"LW","Sudbury Wolves",4,0,0,0,0,0
"Hudson Martin",2007-06-20,"D","Sudbury Wolves",3,0,0,0,0,NA
"Hudson Wozney",2008-07-03,"RW","Erie Otters",3,0,0,0,0,NA
"Hughston Hurt",2007-07-10,"D","Sarnia Sting",4,0,0,0,0,NA
"Hunter McKenzie",2006-12-07,"LW","Guelph Storm",5,0,0,0,0,0
"Hunter Solomon",2007-12-04,"D","Soo Greyhounds",2,0,0,0,0,0
"Ian Inskip",2009-02-05,"LW","Windsor Spitfires",4,0,0,0,0,NA
"Ihnat Pazii",2006-12-04,"LW","North Bay Battalion",5,0,0,0,0,0
"Illia Shybinskyi",2007-05-14,"LW","Guelph Storm",5,0,0,0,0,0
"Isaiah Allen",2008-11-23,"D","Soo Greyhounds",3,0,0,0,0,NA
"Ivan Galiyanov",2007-10-16,"LW","Niagara IceDogs",3,0,0,0,0,0
"Jaakko Wycisk",2009-03-16,"C","Guelph Storm",5,0,0,0,0,0
"Jack D'Arcy",2007-12-02,"D","Flint Firebirds",3,0,0,0,0,0
"Jack Dean",2006-03-28,"LW","Brampton Steelheads",3,0,0,0,0,0
"Jack Dever",2005-09-05,"C","Ottawa 67's",2,0,0,0,0,NA
"Jack Johnson",2009-04-21,"D","Ottawa 67's",2,0,0,0,0,NA
"Jack LaBrash",2007-03-04,"LW","Kitchener Rangers",5,0,0,0,0,0
"Jack Martin",2006-03-16,"RW","Barrie Colts",1,0,0,0,0,NA
"Jack Nesbitt",2007-01-12,"C","Windsor Spitfires",1,0,0,0,0,0
"Jack Pollock",2006-09-24,"D","Barrie Colts",4,0,0,0,0,0
"Jack Pridham",2005-10-08,"RW","Kitchener Rangers",1,0,0,0,0,0
"Jack Van Volsen",2006-01-12,"C","Sarnia Sting",3,0,0,0,0,0
"Jacob Battaglia",2006-03-17,"LW","Kingston Frontenacs",2,0,0,0,0,0
"Jacob Monks",2008-05-19,"C","Niagara IceDogs",4,0,0,0,0,0
"Jacob Reese",2006-06-08,"D","Sarnia Sting",4,0,0,0,0,NA
"Jacob Therrien",2006-02-08,"RW","Owen Sound Attack",3,0,0,0,0,0
"Jacob Xu",2008-03-13,"LD","Kitchener Rangers",5,0,0,0,0,0
"Jaiden Newton",2007-10-13,"C","Barrie Colts",4,0,0,0,0,NA
"Jake Crawford",2007-05-05,"C","Owen Sound Attack",3,0,0,0,0,NA
"Jake Murray",2009-02-26,"C","Erie Otters",3,0,0,0,0,NA
"Jake O'Brien",2007-06-16,"C","Brantford Bulldogs",2,0,0,0,0,0
"Jake Schultz",2007-10-09,"RW","Oshawa Generals",1,0,0,0,0,NA
"Jakub Chromiak",2005-11-02,"RD","Kitchener Rangers",2,0,0,0,0,NA
"Jakub Winkelhofer",2007-01-12,"D","Soo Greyhounds",4,0,0,0,0,0
"Jalen Lobo",2008-02-09,"LW","Oshawa Generals",5,0,0,0,0,0
"James Guo",2005-04-02,"D","Saginaw Spirit",4,0,0,0,0,0
"James Paul",2007-10-27,"D","Flint Firebirds",3,0,0,0,0,NA
"James Petrovski",2005-08-12,"D","Peterborough Petes",2,0,0,0,0,0
"Jan Chovan",2007-01-09,"RW","Sudbury Wolves",2,0,0,0,0,0
"Jared Harding",2007-12-05,"D","Brampton Steelheads",5,0,0,0,0,0
"Jared Woolley",2006-02-27,"D","London Knights",2,0,0,0,0,0
"Jasper Kuhta",2006-10-28,"C","Ottawa 67's",4,0,0,0,0,0
"Javian Nei",2008-01-24,"C","North Bay Battalion",1,0,0,0,0,NA
"Jax Pereira",2009-05-06,"C","North Bay Battalion",6,0,0,0,0,0
"Jaxon Cover",2008-02-13,"LW","London Knights",4,0,0,0,0,0
"Jaxon Williams",2008-07-03,"RW","Ottawa 67's",2,0,0,0,0,NA
"Jayden Connors",2007-02-26,"D","Sudbury Wolves",4,0,0,0,0,0
"Jean-Cristoph Lemieux",2008-06-19,"C","Windsor Spitfires",3,0,0,0,0,0
"Jeremy Freeman",2009-07-07,"LW","Brantford Bulldogs",6,0,0,0,0,0
"Jeremy Martin",2007-02-06,"LW","Flint Firebirds",3,0,0,0,0,0
"Jesse Venturo",2006-06-23,"LW","Erie Otters",2,0,0,0,0,NA
"Jimmy Lombardi",2007-02-16,"C","Flint Firebirds",2,0,0,0,0,0
"Joe Salandra",2008-02-15,"RW","Barrie Colts",5,0,0,0,0,0
"Joey Brehmer",2006-07-27,"LW","Sudbury Wolves",2,0,0,0,0,NA
"Joey Wassilyn",2006-01-12,"D","Barrie Colts",3,0,0,0,0,NA
"John Banks",2007-04-16,"LD","Owen Sound Attack",4,0,0,0,0,0
"John McLaughlin",2009-08-14,"C","Windsor Spitfires",4,0,0,0,0,0
"Jonah McCormick",2008-10-08,"LW","Barrie Colts",5,0,0,0,0,0
"Jonathan Brown",2007-03-09,"D","Windsor Spitfires",4,0,0,0,0,0
"Jonathan Kapageridis",2007-05-08,"D","North Bay Battalion",5,0,0,0,0,0
"Jonathon Pylypuik",2006-03-25,"LW","Oshawa Generals",2,0,0,0,0,NA
"Jonny Brooks",2008-08-21,"LW","Peterborough Petes",2,0,0,0,0,NA
"Jordan Bax",2005-10-13,"RW","Sarnia Sting",5,0,0,0,0,0
"Jordan Charron",2007-06-21,"RW","Soo Greyhounds",2,0,0,0,0,0
"Joseph Cadorin",2007-03-29,"LW","Peterborough Petes",1,0,0,0,0,NA
"Josh Bonnyman",2007-07-05,"RW","Flint Firebirds",3,0,0,0,0,0
"Josh Colosimo",2006-01-13,"C","Flint Firebirds",2,0,0,0,0,0
"Josh Glavin",2006-09-24,"D","Saginaw Spirit",4,0,0,0,0,0
"Joshua Avery",2007-01-30,"C","Brantford Bulldogs",5,0,0,0,0,0
"Joshua Giordano",2007-03-30,"C","Brantford Bulldogs",1,0,0,0,0,NA
"Judd Knauft",2008-03-18,"C","Niagara IceDogs",4,0,0,0,0,NA
"Jude Bray",2008-05-04,"D","Brantford Bulldogs",2,0,0,0,0,NA
"Julian Brown",2006-04-10,"D","London Knights",3,0,0,0,0,NA
"Julian DeMiglio",2006-04-22,"C","Brampton Steelheads",6,0,0,0,0,0
"Julian Gignac",2007-04-20,"LW","Windsor Spitfires",1,0,0,0,0,NA
"Julius Saari",2007-03-07,"D","Erie Otters",3,0,0,0,0,NA
"Justin Bottineau",2006-01-11,"RW","Brampton Steelheads",5,0,0,0,0,0
"Justin Handsor",2007-09-24,"D","Barrie Colts",4,0,0,0,0,0
"Kaden Aucoin",2009-08-14,"D","Sarnia Sting",5,0,0,0,0,0
"Kaden McGregor",2009-01-30,"C","Peterborough Petes",3,0,0,0,0,0
"Kaden Pitre",2006-02-08,"C","Flint Firebirds",2,0,0,0,0,0
"Kaden Schneider",2007-06-21,"LD","Kitchener Rangers",4,0,0,0,0,0
"Kaden Sienko",2008-04-19,"D","Saginaw Spirit",4,0,0,0,0,NA
"Kaeden Hawkins",2005-07-25,"C","London Knights",3,0,0,0,0,0
"Kaiden Harmon",2007-10-30,"C","Windsor Spitfires",1,0,0,0,0,NA
"Kaiden Thatcher",2007-02-08,"D","Peterborough Petes",1,0,0,0,0,NA
"Kaleb Dietsch",2007-01-03,"D","Ottawa 67's",2,0,0,0,0,0
"Kam Hodgson",2008-04-02,"RW","North Bay Battalion",1,0,0,0,0,NA
"Karlis Flugins",2007-11-11,"C","Flint Firebirds",4,0,0,0,0,NA
"Kase Kamzik",2008-04-15,"RW","Sarnia Sting",4,0,0,0,0,0
"Kashawn Aitcheson",2006-09-21,"D","Barrie Colts",1,0,0,0,0,NA
"Kayden Edwards",2008-04-24,"LW","Erie Otters",5,0,0,0,0,NA
"Keaton Ardagh",2009-07-08,"RW","Brampton Steelheads",5,0,0,0,0,0
"Keegan Gillen",2007-04-24,"D","Soo Greyhounds",4,0,0,0,0,0
"Kent Greer",2008-02-07,"D","North Bay Battalion",5,0,0,0,0,0
"Kevin He",2006-04-30,"LW","Niagara IceDogs",1,0,0,0,0,0
"Kieran Raynor",2009-03-22,"RW","Peterborough Petes",3,0,0,0,0,NA
"Kieran Riley",2007-01-08,"D","Brampton Steelheads",6,0,0,0,0,NA
"Kieran Witkowski",2007-02-07,"LW","Brampton Steelheads",5,0,0,0,0,0
"Kieron Walton",2006-04-22,"LW","Sudbury Wolves",2,0,0,0,0,0
"Kimani Eccleston",2007-08-02,"LW","Sudbury Wolves",4,0,0,0,0,0
"Kingston Harris",2009-02-15,"C","Sudbury Wolves",1,0,0,0,0,NA
"Kohyn Eshkawkogan",2008-11-19,"D","Ottawa 67's",3,0,0,0,0,0
