"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Scott Smith","6.05",196,"Peterborough Petes",1997-02-17,2,31,35,0.886,30.32,4,3.46,0,0,1,0,1,0,0,0,0
"Logan Gauthier","6.02",194,"Oshawa Generals",1998-09-14,11,153,177,0.864,26.24,24,3.56,0,1,4,1,5,0,0,0,0
"Aidan Hughes","6.04",224,"Sarnia Sting",1999-04-10,6,142,164,0.866,26.79,22,3.59,0,3,2,1,3,0,0,0,2
"Daniel Dekoning","6.03",184,"Owen Sound Attack",1996-08-08,23,513,583,0.88,30.03,70,3.61,0,11,7,1,8,1,1,0,0
"Joseph Raaymakers","6.01",186,"Sault Ste. Marie Greyhounds",1998-03-17,28,774,869,0.891,32.99,95,3.61,0,13,10,3,13,3,2,1,4
"Michael Giugovaz","6.00",166,"Guelph Storm",1995-05-08,44,1375,1530,0.899,35.73,155,3.62,1,15,20,5,25,5,3,2,10
"Emanuel Vella","6.04",195,"London Knights",1998-08-08,6,116,135,0.859,25.81,19,3.63,0,4,1,0,1,0,0,0,0
"Connor Hicks","6.04",193,"Hamilton Bulldogs",1997-02-20,30,857,959,0.894,34.44,102,3.66,0,10,11,5,16,0,0,0,0
"Evan Cormier","6.03",200,"Saginaw Spirit",1997-11-06,58,1624,1825,0.89,33.74,201,3.72,1,21,27,4,31,5,2,3,0
"Justin Nichols","5.09",163,"Oshawa Generals",1995-06-25,32,855,959,0.892,34.79,104,3.77,0,5,20,1,21,3,1,2,0
"Jake Kment","6.02",195,"North Bay Battalion",1996-03-13,20,491,561,0.875,30.35,70,3.79,0,5,8,0,8,3,0,3,0
"Joseph Murdaca","6.03",186,"Mississauga Steelheads",1998-03-21,11,182,210,0.867,28.93,28,3.86,0,1,2,0,2,1,0,1,0
"Kaden Fulcher","6.03",182,"Hamilton Bulldogs",1998-09-23,17,483,550,0.878,34.9,67,4.25,0,6,10,1,11,0,0,0,0
"Zack Bowman","6.02",179,"Sudbury Wolves",1997-07-31,36,1081,1219,0.887,37.9,138,4.29,1,6,22,4,26,2,1,1,9
"Dylan Wells","6.02",190,"Peterborough Petes",1998-01-03,27,780,896,0.871,35.47,116,4.59,0,9,13,1,14,2,0,2,0
"Cameron Zanussi","6.01",165,"Saginaw Spirit",1996-04-21,11,180,210,0.857,32.56,30,4.65,0,1,4,1,5,1,0,1,0
"Matthew Menna","6.01",170,"Flint Firebirds",1998-09-07,16,280,325,0.862,34.06,45,4.72,0,1,6,0,6,0,0,0,0
"Leo Lazarev","5.10",161,"Ottawa 67's",1997-07-27,45,1098,1218,0.901,28.44,120,2.8,3,26,16,1,17,2,2,0,6
"Garret Hughson","6.03",196,"Windsor Spitfires",1995-05-31,12,317,354,0.895,29.53,37,3.09,1,7,4,1,5,0,0,0,0
"Liam Herbst","6.04",193,"Ottawa 67's",1996-09-14,29,636,722,0.881,28.69,86,3.42,1,10,13,1,14,1,0,1,0
"Ruan Badenhorst","5.10",169,"Barrie Colts",1998-10-03,10,188,214,0.879,30.27,26,3.68,0,3,3,0,3,0,0,0,0
"Brendan Johnston","6.01",194,"Flint Firebirds",1997-01-30,3,62,71,0.873,29.42,9,3.73,0,1,2,0,2,0,0,0,0
"Luke Richardson","6.03.",174,"Kitchener Rangers",1999-05-28,7,181,206,0.879,31.05,25,3.77,0,2,4,1,5,0,0,0,0
"Brent Moran","6.04",195,"Flint Firebirds",1996-07-05,48,1196,1357,0.881,32.49,161,3.86,1,13,25,4,29,0,0,0,0
"Kyle Keyser","6.02",186,"Flint Firebirds",1999-03-08,17,448,509,0.88,36.48,61,4.37,0,4,10,0,10,0,0,0,0
"Troy Timpano","6.00",202,"Sudbury Wolves",1997-11-13,35,1138,1296,0.878,38.88,158,4.74,1,10,22,1,23,4,3,1,4
"Liam Devine","6.03",216,"Kitchener Rangers",1998-04-04,4,73,87,0.839,31.62,14,5.09,0,0,3,0,3,0,0,0,0
"Bradley Van Schubert","6.03",211,"Guelph Storm",1997-03-22,21,575,665,0.865,39.23,90,5.31,0,0,16,1,17,0,0,0,2
"Brendan Bonello","6.01",206,"Saginaw Spirit",1999-04-01,3,60,75,0.8,29.98,15,6,0,0,2,0,2,0,0,0,0
"Christian Propp","6.02",192,"Barrie Colts",1999-03-27,2,11,15,0.733,28.53,4,7.61,0,0,1,0,1,0,0,0,0
