"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Jhase Sniderman","6.00",189,"London Knights",1987-04-03,19,526,578,0.91,33.18,52,2.99,2,10,8,1,9,2,2,0,2
"Sebastian Dahm","5.10",180,"Niagara IceDogs",1987-02-28,57,1818,1987,0.915,36.36,169,3.09,3,28,25,1,26,5,3,2,2
"Andrew Perugini","6.00",180,"Sarnia Sting",1988-07-12,52,1752,1909,0.918,37.63,157,3.09,2,28,20,1,21,5,4,1,0
"Michal Neuvirth","6.01",193,"Oshawa Generals",1988-03-23,33,1028,1128,0.911,35.16,100,3.12,0,17,7,5,12,4,1,3,4
"Parker Van Buskirk","6.00",190,"Belleville Bulls",1988-03-26,21,506,567,0.892,29.25,61,3.15,1,13,7,0,7,1,1,0,2
"Ryan Daniels","6.02",200,"Saginaw Spirit",1988-06-22,49,1458,1608,0.907,33.77,150,3.15,2,20,15,8,23,6,4,2,8
"Adam Courchaine","6.03",185,"Ottawa 67's",1989-02-20,48,1450,1602,0.905,34.17,152,3.24,2,17,25,2,27,3,1,2,8
"Edward Pasquale","6.02",216,"Saginaw Spirit",1990-11-20,23,558,624,0.894,30.7,66,3.25,1,12,9,1,10,2,1,1,0
"Jason Missiaen","6.08",220,"Peterborough Petes",1990-05-25,22,634,696,0.911,36.84,62,3.28,1,8,8,0,8,1,0,1,0
"Jakub Kovar","6.01",193,"Windsor Spitfires",1988-07-19,36,1014,1130,0.897,32.11,116,3.3,1,26,6,2,8,2,1,1,0
"Stephane Cesar","6.03",175,"Sault Ste. Marie Greyhounds",1988-03-18,12,321,358,0.897,32.3,37,3.34,0,2,7,1,8,1,0,1,2
"Shea Cooper","5.11",162,"Oshawa Generals",1991-04-08,2,56,63,0.889,30.24,7,3.36,0,2,0,0,0,1,1,0,0
"Chris Perugini","5.11",152,"Ottawa 67's",1991-02-06,24,678,752,0.902,34.92,74,3.44,2,12,9,0,9,4,3,1,0
"Matt Hackett","6.03",170,"Plymouth Whalers",1990-03-07,22,564,630,0.895,34.12,66,3.57,0,7,10,0,10,2,1,1,2
"Tomi Karhunen","5.11",170,"Sarnia Sting",1989-10-29,39,1107,1242,0.891,33,135,3.59,2,18,18,2,20,2,2,0,2
"Trevor Cann","5.11",190,"Peterborough Petes",1989-03-30,51,1706,1884,0.906,37.99,178,3.59,2,20,28,1,29,4,2,2,6
"Lucas Lobsinger","6.00",175,"Niagara IceDogs",1988-04-21,4,78,88,0.886,31.73,10,3.61,0,1,1,0,1,0,0,0,7
"Mavric Parks","6.00",191,"Kingston Frontenacs",1990-05-07,32,784,881,0.89,33.48,97,3.69,1,15,10,0,10,1,0,1,0
"John Murray","6.01",206,"Kingston Frontenacs",1987-07-04,31,951,1056,0.901,38.01,105,3.78,0,12,15,0,15,3,2,1,19
"Daryl Borden","6.03",200,"Oshawa Generals",1989-05-19,37,1065,1204,0.885,33.16,139,3.83,2,16,13,3,16,4,1,3,6
"Andrew Loverock","6.03",189,"Sudbury Wolves",1989-07-29,55,1579,1776,0.889,34.52,197,3.83,1,19,29,1,30,3,1,2,2
"David Davenport","6.03",195,"Owen Sound Attack",1987-02-06,30,879,989,0.889,34.47,110,3.83,1,7,18,1,19,2,0,2,0
"Alain Valiquette","6.03",186,"Sudbury Wolves",1990-12-21,20,547,610,0.897,38.59,63,3.99,0,6,10,0,10,0,0,0,0
"Anthony Grieco","6.01",195,"Mississauga St. Michael's Majors",1988-11-27,25,639,724,0.883,34.04,85,4,0,5,10,0,10,3,0,3,18
"Tyler Beskorowany","6.05",204,"Owen Sound Attack",1990-04-28,35,1226,1362,0.9,40.44,136,4.04,0,12,19,1,20,4,2,2,2
"Stephen Heming","6.07",202,"London Knights",1990-01-12,6,121,137,0.883,36.46,16,4.26,0,1,2,0,2,0,0,0,0
"Jason Guy","6.00",173,"London Knights",1988-07-19,39,1091,1240,0.88,35.9,149,4.31,0,16,17,1,18,1,0,1,0
"Scott Stajcer","6.03",196,"Owen Sound Attack",1991-06-14,6,152,174,0.874,34.16,22,4.32,0,1,3,0,3,1,0,1,0
"Jaroslav Janus","6.00",190,"Erie Otters",1989-09-21,48,1666,1867,0.892,40.88,201,4.4,0,13,29,2,31,3,2,1,6
"Kyle Jendra","5.07",157,"Plymouth Whalers",1989-01-09,3,46,55,0.836,29.01,9,4.75,0,0,2,0,2,0,0,0,0
"Joseph Lepera","5.09",171,"Saginaw Spirit",1991-01-31,1,10,12,0.833,28.74,2,4.79,0,0,1,0,1,0,0,0,0
"Michael Swick","5.11",180,"Sudbury Wolves",1989-06-12,9,239,276,0.866,40.87,37,5.48,0,1,5,0,5,0,0,0,2
"Wayne Savage","6.00",196,"Mississauga St. Michael's Majors",1987-02-05,7,146,172,0.849,36.91,26,5.58,0,1,3,0,3,0,0,0,0
"Anthony Peters","6.01",196,"Kingston Frontenacs",1990-12-31,7,129,154,0.838,35.19,25,5.71,0,0,2,0,2,0,0,0,2
"Shane Owen","6.01",190,"Erie Otters",1990-06-04,24,718,834,0.861,42.33,116,5.89,0,4,14,0,14,1,0,1,4
"Justin Garay","5.09",192,"Erie Otters",1987-02-16,5,101,119,0.849,41.46,18,6.27,0,1,3,0,3,0,0,0,2
"Marc-Andre Perron","6.02",201,"Saginaw Spirit",1987-08-02,1,19,24,0.792,42.15,5,8.78,0,0,0,0,0,0,0,0,0
"Will Sibley","5.08",150,"Mississauga St. Michael's Majors",1990-04-11,1,30,40,0.75,40.32,10,10.08,0,0,1,0,1,0,0,0,2
"Mark Packwood","5.10",188,"Oshawa Generals",1988-08-10,2,49,55,0.891,26.4,6,2.88,0,1,0,0,0,1,0,1,0
"Michael Hutchinson","6.03",185,"Barrie Colts",1990-03-02,32,950,1042,0.912,34.24,92,3.02,1,12,15,2,17,5,3,2,0
"Sean Perkins","6.04",190,"Oshawa Generals",1989-09-23,2,37,46,0.804,31.05,9,6.08,0,1,1,0,1,0,0,0,0
"Neil Conway","6.01",183,"Owen Sound Attack",1988-01-17,1,33,40,0.825,40,7,7,0,0,1,0,1,0,0,0,0
"Jake Fischer","6.03",192,"Ottawa 67's",1989-02-15,1,7,9,0.778,33.23,2,7.38,0,0,0,0,0,0,0,0,0
"Michael Zador","6.02",173,"London Knights",1991-05-08,1,8,11,0.727,33,3,9,0,0,1,0,1,0,0,0,0
