"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Brian Finley","6.03",181,"Brampton Battalion",1981-07-03,27,715,788,0.907,32.6,73,3.02,0,12,10,1,11,0,0,0,0
"Peter Hamerlik","6.02",190,"Kingston Frontenacs",1982-01-02,56,1651,1804,0.915,35.77,153,3.03,4,21,21,0,21,0,0,0,8
"David Chant","6.00",188,"Barrie Colts",1981-03-26,52,1539,1691,0.91,34.25,152,3.08,2,22,19,4,23,0,0,0,2
"David Currie","5.10",175,"Peterborough Petes",1982-03-24,17,466,510,0.914,35.9,44,3.1,2,5,9,0,9,0,0,0,0
"Scott Dickie","5.10",185,"Kitchener Rangers",1982-12-16,60,2044,2223,0.919,39.45,179,3.18,0,24,26,0,26,0,0,0,14
"John Ceci","5.11",165,"Ottawa 67's",1983-08-19,22,572,628,0.911,35.72,56,3.19,0,9,4,1,5,0,0,0,0
"Miguel Beaudry","5.11",180,"Sudbury Wolves",1982-05-29,25,674,748,0.901,32.21,74,3.19,1,12,10,0,10,0,0,0,0
"Cory Roberts","6.02",175,"Owen Sound Attack",1982-06-07,56,1792,1960,0.914,37.57,168,3.22,1,22,23,2,25,0,0,0,4
"Glenn Ridler","5.08",150,"Kingston Frontenacs",1982-10-01,22,507,559,0.907,34.76,52,3.23,0,7,7,1,8,0,0,0,2
"Paulo Colaiacovo","6.01",200,"Belleville Bulls",1983-01-27,32,870,958,0.908,35.32,88,3.24,1,15,6,1,7,0,0,0,0
"Derek Dolson","5.11",181,"Oshawa Generals",1981-05-23,45,1428,1575,0.907,35.85,147,3.35,0,14,23,3,26,0,0,0,9
"Cory Campbell","6.00",190,"Sarnia Sting",1981-07-27,35,1033,1143,0.904,34.99,110,3.37,0,19,11,1,12,0,0,0,8
"Mike D'Alessandro","5.10",180,"Barrie Colts",1981-08-14,37,989,1097,0.902,35.57,108,3.5,1,12,11,2,13,0,0,0,8
"Ray Emery","6.02",200,"Sault Ste. Marie Greyhounds",1982-09-28,52,1810,1984,0.912,40.51,174,3.55,1,18,27,2,29,0,0,0,42
"Chris Hardill","6.04",196,"Barrie Colts",1983-09-04,5,124,137,0.905,37.46,13,3.55,0,2,1,0,1,0,0,0,0
"Tyler Mercier","5.09",155,"Sault Ste. Marie Greyhounds",1982-04-11,1,17,19,0.895,34,2,3.58,0,0,0,0,0,0,0,0,0
"Luke O'Shell","5.11",175,"North Bay Centennials",1983-01-13,1,10,11,0.909,39.96,1,3.63,0,0,0,0,0,0,0,0,0
"Robert Gherson","6.01",175,"Sarnia Sting",1983-10-08,41,1163,1299,0.895,34.94,136,3.66,1,11,21,1,22,0,0,0,2
"Justin Day","6.00",182,"Owen Sound Attack",1983-01-21,20,577,637,0.906,39.11,60,3.68,0,8,4,1,5,0,0,0,0
"Aaron Molnar","6.00",175,"London Knights",1981-10-08,68,2238,2484,0.901,37.94,246,3.76,1,26,34,3,37,0,0,0,4
"T.J. Aceti","6.00",198,"Oshawa Generals",1982-06-13,26,822,916,0.897,38.25,94,3.93,0,6,12,2,14,0,0,0,6
"Andrew Penner","6.03",205,"North Bay Centennials",1982-12-21,32,880,997,0.883,33.47,117,3.93,1,10,17,2,19,0,0,0,4
"Andrew Sim","5.10",175,"Guelph Storm",1981-11-12,19,406,456,0.89,36.11,50,3.96,1,4,7,0,7,0,0,0,0
"Ryan Aschaber","6.03",190,"Windsor Spitfires",1982-01-29,19,537,606,0.886,34.84,69,3.97,0,2,10,2,12,0,0,0,4
"Jeremy Day","6.00",210,"Sault Ste. Marie Greyhounds",1982-08-24,23,661,737,0.897,38.65,76,3.99,0,5,11,1,12,0,0,0,0
"Matt Tanel","6.06",210,"Plymouth Whalers",1984-06-27,2,59,68,0.868,32.64,9,4.32,0,0,1,0,1,0,0,0,0
"Jason Brown","6.01",190,"Sudbury Wolves",1981-03-22,2,33,39,0.846,29.25,6,4.5,0,1,1,0,1,0,0,0,0
"Paul Schonfelder","5.10",155,"Sudbury Wolves",1981-04-24,2,22,28,0.786,21,6,4.5,0,0,1,0,1,0,0,0,0
"Jeff Johnston","5.11",175,"Kitchener Rangers",1982-11-28,17,458,518,0.884,41.64,60,4.82,0,2,10,0,10,0,0,0,0
"Tom Rogerson","5.09",160,"Sarnia Sting",1983-01-05,6,145,166,0.873,38.21,21,4.83,0,1,3,0,3,0,0,0,0
"Matt Cooper","6.01",198,"London Knights",1983-01-29,8,70,82,0.854,33.04,12,4.84,0,0,0,0,0,0,0,0,0
"Rob Garrick","6.02",180,"Mississauga IceDogs",1981-03-01,22,790,897,0.881,43.67,107,5.21,1,1,16,1,17,0,0,0,0
"Michael Mole","6.00",196,"Mississauga IceDogs",1982-10-12,45,1588,1807,0.879,44.51,219,5.39,0,2,34,1,35,0,0,0,0
"Richard Olsen","6.05",220,"Guelph Storm",1982-04-23,2,76,89,0.854,44.5,13,6.5,0,0,2,0,2,0,0,0,0
"Justin Dumont","5.10",180,"Mississauga IceDogs",1982-08-22,6,151,177,0.853,44.38,26,6.52,0,0,3,0,3,0,0,0,2
"Justin Martin","6.02",196,"Windsor Spitfires",NA,1,49,56,0.875,56,7,7,0,0,1,0,1,0,0,0,0
