"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Pavel Cajan","6.02",174,"Kitchener Rangers",2002-10-13,44,1406,1561,0.901,36.32,155,3.61,0,21,18,2,20,3,1,2,2
"Nolan Lalonde","6.02",197,"Erie Otters",2004-02-14,54,1316,1501,0.877,29.37,185,3.62,1,24,25,2,27,2,1,1,6
"Nathan Day","6.04",205,"Flint Firebirds",2005-02-04,8,136,154,0.883,31.05,18,3.63,0,2,3,0,3,1,0,1,0
"Owen Flores","6.02",195,"London Knights",2004-05-09,23,446,510,0.875,29.26,64,3.67,2,6,8,2,10,2,0,2,0
"Matteo Lalama","6.00",163,"Barrie Colts",2002-02-12,32,661,768,0.861,26.59,107,3.7,1,11,13,3,16,1,0,1,0
"Ben Gaudreau","6.02",172,"Sarnia Sting",2003-01-11,44,1264,1419,0.891,33.92,155,3.71,2,19,18,4,22,2,1,1,6
"Carter Bickle","6.01",176,"Oshawa Generals",2004-05-27,3,48,54,0.889,33.4,6,3.71,0,1,1,0,1,1,1,0,0
"Jackson Parsons","6.02",202,"Kitchener Rangers",2004-11-23,22,697,776,0.898,37.04,79,3.77,0,9,10,2,12,0,0,0,0
"Will Cranley","6.04",190,"Ottawa 67's",2002-02-26,41,993,1137,0.873,30.06,144,3.81,1,13,22,1,23,3,1,2,6
"Collin MacKenzie","6.00",175,"Ottawa 67's",2004-11-30,8,125,148,0.845,24.66,23,3.83,0,4,0,0,0,1,1,0,0
"Mitchell Weeks","6.03",187,"Sudbury Wolves",2001-06-22,61,1962,2194,0.894,37.36,232,3.95,0,23,29,3,32,6,2,4,0
"Tristan Malboeuf","6.00",173,"Hamilton Bulldogs",2004-03-21,3,45,53,0.849,26.4,8,3.98,1,1,1,0,1,0,0,0,0
"Owen Willmore","6.03",180,"London Knights",2004-12-14,6,110,129,0.853,27.42,19,4.04,0,4,0,0,0,0,0,0,2
"Anson Thornton","6.04",192,"Sarnia Sting",2003-06-28,26,692,784,0.883,34.64,92,4.06,1,8,16,0,16,0,0,0,0
"Matthew Sbrocca","6.03",199,"Saginaw Spirit",2002-08-16,7,115,141,0.816,22.59,26,4.16,0,3,3,0,3,0,0,0,0
"Tye Austin","6.06",200,"Peterborough Petes",2002-05-28,27,706,805,0.877,33.93,99,4.17,0,9,13,2,15,1,1,0,4
"Kyle Downey","6.02",180,"Windsor Spitfires",2004-03-04,11,210,245,0.857,29.34,35,4.19,0,4,3,1,4,1,1,0,2
"Corbin Votary","6.03",195,"Owen Sound Attack",2004-04-12,21,461,534,0.863,31.8,73,4.35,0,5,9,1,10,1,0,1,2
"Josh Rosenzweig","6.03",185,"Niagara IceDogs",2003-02-27,40,1274,1444,0.882,36.96,170,4.35,2,12,23,3,26,5,4,1,2
"Ian Michelone","6.02",212,"Flint Firebirds",2004-06-21,10,289,327,0.884,37.62,38,4.37,1,4,4,0,4,0,0,0,2
"Marshall Nicholls","6.00",171,"Erie Otters",2003-06-13,15,309,364,0.849,29.28,55,4.42,0,2,9,0,9,1,0,1,0
"Andrew Oke","6.02",190,"Saginaw Spirit",2004-03-26,36,832,981,0.848,30.47,149,4.63,0,13,16,1,17,2,2,0,0
"Matt Tovell","6.03",191,"Windsor Spitfires",2002-01-24,8,159,192,0.828,27.4,33,4.71,1,3,3,1,4,0,0,0,0
"Joey Costanzo","6.01",184,"Niagara IceDogs",2005-07-26,17,547,622,0.879,40.77,75,4.92,0,5,10,0,10,1,1,0,2
"Brett Fullerton","6.04",200,"Saginaw Spirit",2004-06-25,11,204,256,0.797,26.12,52,5.31,0,4,7,0,7,1,1,0,4
"Jonathan Lemaire","6.06",212,"Sudbury Wolves",2002-10-15,12,307,359,0.855,38.01,52,5.51,0,0,9,0,9,0,0,0,2
"Marcus Vandenberg","5.11",172,"Kitchener Rangers",2004-04-25,6,146,170,0.859,39.58,24,5.59,0,0,3,1,4,0,0,0,0
"Liam Sztuska","6.01",182,"Peterborough Petes",2004-05-01,4,73,92,0.793,31.98,19,6.6,0,0,2,0,2,0,0,0,0
"Nolan Chartrand","6.03",195,"Barrie Colts",2004-05-06,4,40,53,0.755,27.39,13,6.72,0,0,2,0,2,0,0,0,0
"Aiden Berry","6.01",184,"London Knights",2003-06-09,2,46,60,0.767,29.16,14,6.8,0,0,1,1,2,0,0,0,2
"Josh Hannivan","6.00",200,"London Knights",2004-09-03,1,7,10,0.7,23.92,3,7.18,0,0,0,0,0,0,0,0,0
"Nick Surzycia","6.00",170,"Sarnia Sting",2004-12-17,1,7,7,1,22.97,0,0,0,0,0,0,0,0,0,0,0
"Dylan Grover","6.05",180,"Sarnia Sting",2004-06-27,5,72,87,0.828,26.64,15,4.59,0,0,2,0,2,0,0,0,0
"Tanner Wickware","6.04",191,"Barrie Colts",2001-02-15,1,23,28,0.821,26.44,5,4.72,0,0,0,1,1,0,0,0,0
