"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Alex Milojevic",2009-09-05,"C","Saginaw Spirit",7,0,0,0,0,0
"Alex Misiak",2007-06-22,"LW","Kingston Frontenacs",2,0,0,0,0,0
"Alex Taylor",2009-01-14,"RW","Owen Sound Attack",6,0,0,0,0,0
"Alexander Bilecki",2008-05-09,"LD","Kitchener Rangers",2,0,0,0,0,0
"Alexander Hage",2008-02-05,"RW","Niagara IceDogs",5,0,0,0,0,0
"Alexander Karmanov",2008-03-22,"D","North Bay Battalion",3,0,0,0,0,0
"Alexandre Saulnier",2010-04-16,"C","North Bay Battalion",1,0,0,0,0,NA
"Alexis Mathieu",NA,"RW","Newfoundland Regiment",3,0,0,0,0,NA
"André Mondoux",2007-03-16,"D","Kingston Frontenacs",1,0,0,0,0,0
"Andreas Mikrogiannakis",2007-08-18,"RW","Flint Firebirds",1,0,0,0,0,NA
"Andrew Baker",2009-01-20,"RW","Guelph Storm",4,0,0,0,0,NA
"Andrew Laurin",2010-04-09,"RW","Ottawa 67's",3,0,0,0,0,0
"Andrew MacNiel",2007-07-25,"RD","Kitchener Rangers",2,0,0,0,0,NA
"Andrew Pacheco",2009-01-22,"LW","Brantford Bulldogs",1,0,0,0,0,NA
"Anthony Cristoforo",2006-02-23,"D","Windsor Spitfires",3,0,0,0,0,0
"Anthony Figliomeni",2008-09-09,"RW","Barrie Colts",3,0,0,0,0,0
"Anthony Thomas-Maroon",2008-09-02,"LW","London Knights",5,0,0,0,0,NA
"Anthony Timmerman",2009-10-13,"LD","Oshawa Generals",6,0,0,0,0,0
"Anton Gesink",2009-05-02,"RW","Erie Otters",4,0,0,0,0,0
"Anton Stackow",2008-01-14,"RW","Flint Firebirds",2,0,0,0,0,NA
"Arjun Nanubhai",2010-02-21,"C","Brampton Steelheads",3,0,0,0,0,0
"Arseny Pronin",2007-05-16,"LW","North Bay Battalion",4,0,0,0,0,0
"Ashton Brown",2007-02-01,"RW","Victoria Royals",2,0,0,0,0,NA
"Austin Brekelmans",2008-03-08,"LW","North Bay Battalion",4,0,0,0,0,0
"Avry Anstis",2008-03-05,"RW","Kitchener Rangers",4,0,0,0,0,0
"Beksultan Makysh",2008-05-24,"LW","Windsor Spitfires",4,0,0,0,0,0
"Ben Bowen",2008-02-12,"LW","Barrie Colts",1,0,0,0,0,NA
"Ben Lombardi",2008-03-24,"RW","Barrie Colts",5,0,0,0,0,0
"Ben Radley",2007-07-29,"D","Peterborough Petes",1,0,0,0,0,NA
"Benjamin Carr",2009-03-22,"C","Brantford Bulldogs",3,0,0,0,0,NA
"Benjamin Collins",2009-04-21,"C","Brampton Steelheads",2,0,0,0,0,0
"Benjamin Girard",NA,"D","Newfoundland Regiment",2,0,0,0,0,NA
"Benjamin Trebicky",2009-07-12,"C","Niagara IceDogs",4,0,0,0,0,NA
"Benjamin Veitch",NA,"LW","Newfoundland Regiment",3,0,0,0,0,0
"Blake Arrowsmith",2007-04-17,"RW","Soo Greyhounds",4,0,0,0,0,NA
"Blake Barnes",2006-07-31,"LD","Niagara IceDogs",4,0,0,0,0,0
"Blake Barnes",2008-05-14,"D","Saginaw Spirit",5,0,0,0,0,NA
"Blake Clayton",2007-10-23,"C","Sudbury Wolves",2,0,0,0,0,0
"Blake Munnings",2009-01-23,"LD","Niagara IceDogs",5,0,0,0,0,0
"Bo Christini",2010-06-02,"RW","Brantford Bulldogs",3,0,0,0,0,0
"Bode Stewart",2006-02-09,"LW","Saginaw Spirit",5,0,0,0,0,NA
"Bogdan Yakushevsky",2009-01-16,"RW","Windsor Spitfires",4,0,0,0,0,0
"Braden Reilly",2010-05-12,"C","Kitchener Rangers",4,0,0,0,0,NA
"Brady Blaseg",2008-07-21,"LD","Oshawa Generals",1,0,0,0,0,NA
"Brady Murnane",2008-04-23,"LD","Oshawa Generals",6,0,0,0,0,0
"Brady Smith",2008-04-13,"RW","Flint Firebirds",3,0,0,0,0,0
"Brady Smith",2007-04-12,"C","Soo Greyhounds",4,0,0,0,0,0
"Brady Smith",2008-03-27,"D","Sudbury Wolves",5,0,0,0,0,0
"Braeden Van Gelder",2007-06-16,"D","Guelph Storm",4,0,0,0,0,NA
"Braidy Wassilyn",2008-05-28,"LW","London Knights",3,0,0,0,0,0
"Brandt Rooyakkers",2009-04-08,"C","Peterborough Petes",1,0,0,0,0,NA
"Brayden Bennett",2009-02-05,"C","Sudbury Wolves",6,0,0,0,0,0
"Brayden Jaravata",2010-03-24,"D","Ottawa 67's",2,0,0,0,0,NA
"Brayden Krawczyk",2008-02-14,"C","Ottawa 67's",3,0,0,0,0,NA
"Brayden Lappalainen",2009-04-27,"LW","Brantford Bulldogs",4,0,0,0,0,NA
"Braydon McCallum",2006-05-03,"RW","Peterborough Petes",2,0,0,0,0,0
"Braydon Sisco",2009-01-15,"RW","Sarnia Sting",4,0,0,0,0,0
"Brendan Cooke",2007-12-22,"LW","Flint Firebirds",1,0,0,0,0,NA
"Brennan Huyck",2008-04-30,"RW","Oshawa Generals",4,0,0,0,0,0
"Brock Chitaroni",2009-01-27,"RW","Ottawa 67's",3,0,0,0,0,0
"Broden McArthur",2009-02-24,"D","Erie Otters",2,0,0,0,0,NA
"Brody Brown",2010-07-05,"RW","Sarnia Sting",1,0,0,0,0,NA
"Brody Cook",2007-04-06,"RW","Kingston Frontenacs",3,0,0,0,0,0
"Brody George",2008-01-25,"LW","Saginaw Spirit",5,0,0,0,0,NA
"Brody Leet",2007-04-08,"LW","Guelph Storm",3,0,0,0,0,0
"Brody Najim",2008-07-16,"LW","Saginaw Spirit",6,0,0,0,0,NA
"Brody Pepoy",2008-05-16,"RW","Saginaw Spirit",4,0,0,0,0,NA
"Brody Robertson",2009-01-06,"LW","Peterborough Petes",3,0,0,0,0,0
"Brody Schulz",2010-10-11,"C","Sudbury Wolves",1,0,0,0,0,NA
"Bryson Morgan",2008-03-20,"C","Flint Firebirds",3,0,0,0,0,0
"Cade Campbell",2009-03-14,"D","Ottawa 67's",2,0,0,0,0,0
"Caden Bell",2009-01-15,"D","Owen Sound Attack",4,0,0,0,0,NA
"Caden Harvey",2008-02-13,"RW","Windsor Spitfires",2,0,0,0,0,0
"Caden Taylor",2007-03-31,"RW","Oshawa Generals",5,0,0,0,0,0
"Caleb Matthews",2007-06-04,"RW","Victoria Royals",2,0,0,0,0,0
"Caleb Mitchell",2008-03-17,"D","London Knights",5,0,0,0,0,0
"Callum Cheynowski",2006-08-04,"D","Niagara IceDogs",5,0,0,0,0,0
"Callum Croskery",2008-01-29,"D","Soo Greyhounds",2,0,0,0,0,0
"Calum Hartnell",2007-06-08,"D","Peterborough Petes",3,0,0,0,0,0
"Cam Anderson",2009-06-06,"RW","Soo Greyhounds",4,0,0,0,0,0
"Cam Warren",2009-05-07,"C","North Bay Battalion",2,0,0,0,0,NA
"Camden McCuaig",2008-06-19,"LW","Brantford Bulldogs",5,0,0,0,0,0
"Cameron Arquette",2007-04-27,"LW","Kitchener Rangers",3,0,0,0,0,0
"Cameron Aucoin",2007-03-20,"D","Sarnia Sting",4,0,0,0,0,0
"Cameron Merrick",2007-11-10,"D","Owen Sound Attack",6,0,0,0,0,0
"Camron Hankai",2007-03-22,"D","Brantford Bulldogs",4,0,0,0,0,0
"Carson Andrew",2008-03-10,"LW","Soo Greyhounds",4,0,0,0,0,0
"Carson Cameron",2007-06-27,"D","Peterborough Petes",2,0,0,0,0,0
"Carter Beauchesne",2009-02-09,"LW","Flint Firebirds",3,0,0,0,0,NA
"Carter Chadwick",2007-08-18,"LW","Sarnia Sting",4,0,0,0,0,0
"Carter Hicks",2008-02-20,"D","Brampton Steelheads",3,0,0,0,0,0
"Carter Kucher",2008-12-14,"D","Guelph Storm",3,0,0,0,0,0
"Carter Kunopaski",2009-02-14,"D","North Bay Battalion",4,0,0,0,0,0
"Carter Lewandowski",2009-06-02,"C","Niagara IceDogs",6,0,0,0,0,0
"Carter Lowe",2006-03-01,"LW","Barrie Colts",3,0,0,0,0,0
"Carter Stevens",2008-01-11,"RW","Guelph Storm",2,0,0,0,0,0
"Cayden Smith",2007-06-10,"C","Erie Otters",2,0,0,0,0,0
"Charlie Ashcroft",2008-03-01,"D","Soo Greyhounds",5,0,0,0,0,0
"Charlie Hotles",2008-07-05,"C","Flint Firebirds",2,0,0,0,0,0
"Charlie Murata",2009-02-15,"RW","Flint Firebirds",3,0,0,0,0,0
"Charlie Puglisi",2008-04-16,"C","Kitchener Rangers",4,0,0,0,0,0
"Charlie Sullivan",2009-03-21,"D","Guelph Storm",4,0,0,0,0,0
"Chase Hull",2007-04-28,"LW","Niagara IceDogs",5,0,0,0,0,0
"Chase Partridge",2009-04-14,"RW","Flint Firebirds",1,0,0,0,0,NA
"Chase Pettipiece",2008-10-25,"C","Flint Firebirds",1,0,0,0,0,NA
"Chase Sewell",2009-09-09,"D","Sarnia Sting",3,0,0,0,0,NA
"Chase Yanni",2007-01-08,"LW","Ottawa 67's",3,0,0,0,0,0
"Christian Colosimo",2008-12-01,"D","Niagara IceDogs",3,0,0,0,0,NA
"Christian Del Buono",2010-03-10,"RW","Erie Otters",1,0,0,0,0,NA
"Christopher Brown",2006-01-27,"C","Soo Greyhounds",4,0,0,0,0,0
"Christopher Mabey",2009-01-13,"D","Guelph Storm",2,0,0,0,0,0
"Christopher Weiss",2009-01-17,"D","Soo Greyhounds",5,0,0,0,0,NA
"Cody Costello",2009-04-22,"LD","Oshawa Generals",5,0,0,0,0,NA
"Cody Wood",2008-06-13,"D","London Knights",6,0,0,0,0,0
"Cohen Bidgood",2007-01-11,"RW","London Knights",3,0,0,0,0,0
"Colby Coombe",2009-12-15,"LW","Ottawa 67's",3,0,0,0,0,NA
"Cole Dubowsky",2007-06-11,"LW","Windsor Spitfires",3,0,0,0,0,NA
"Cole Edmundson",2008-05-20,"LW","Sarnia Sting",1,0,0,0,0,NA
"Cole Emerton",2008-03-04,"D","Sarnia Sting",4,0,0,0,0,0
"Cole Krottner",2010-09-10,"RW","Sudbury Wolves",1,0,0,0,0,NA
"Cole Mazzoni",2009-05-12,"LW","Oshawa Generals",3,0,0,0,0,0
"Cole Wreggitt",2008-07-13,"D","Sudbury Wolves",5,0,0,0,0,NA
"Cole Zurawski",2008-02-06,"RW","Owen Sound Attack",6,0,0,0,0,0
"Colin Fitzgerald",2008-04-01,"C","Soo Greyhounds",2,0,0,0,0,0
"Colin Kennedy",2010-03-10,"C","Erie Otters",5,0,0,0,0,0
"Colin MacCormack",2010-02-04,"D","Owen Sound Attack",2,0,0,0,0,NA
"Colton Colby",2009-01-18,"RW","Sudbury Wolves",5,0,0,0,0,0
"Colton Cribari",2010-04-10,"D","Erie Otters",3,0,0,0,0,0
"Colton Lapierre",2010-02-14,"D","Peterborough Petes",2,0,0,0,0,0
"Colton Loiselle",2008-03-08,"LW","Guelph Storm",1,0,0,0,0,NA
"Colton Van Geffen",2010-02-09,"D","Guelph Storm",1,0,0,0,0,0
"Connor Bewick",2006-04-05,"D","Ottawa 67's",1,0,0,0,0,0
"Connor Hollebek",2008-01-25,"LW","Sudbury Wolves",1,0,0,0,0,NA
"Conor Walton",2006-04-22,"D","Windsor Spitfires",1,0,0,0,0,NA
"Cooper McAslan",2009-03-16,"D","London Knights",2,0,0,0,0,0
"Cooper Ross",2010-03-01,"D","Niagara IceDogs",2,0,0,0,0,NA
"Cooper Williams",2007-04-18,"LW","Flint Firebirds",3,0,0,0,0,0
"Cruz Ferguson",2007-12-18,"LW","Barrie Colts",2,0,0,0,0,NA
"Cruz Waltze",2008-09-03,"LW","Victoria Royals",2,0,0,0,0,0
"Cullen McCrate",2007-04-18,"D","Brantford Bulldogs",3,0,0,0,0,0
"Damian Norris",2010-03-03,"C","Newfoundland Regiment",1,0,0,0,0,NA
"Daniel Tout",2009-02-13,"D","Peterborough Petes",1,0,0,0,0,NA
"Dante D'Andrea",2009-01-22,"D","Kingston Frontenacs",2,0,0,0,0,NA
"Darian Anderson",2006-12-22,"RW","Flint Firebirds",1,0,0,0,0,0
"David Bedkowski",2006-12-07,"D","Ottawa 67's",1,0,0,0,0,NA
"David Buchman",2009-07-01,"D","Brantford Bulldogs",4,0,0,0,0,0
"Dawson O'Connor",2010-08-25,"D","Owen Sound Attack",2,0,0,0,0,NA
"Declan McNally",2010-09-28,"D","Barrie Colts",5,0,0,0,0,0
"Devran Brown",2008-04-23,"D","North Bay Battalion",1,0,0,0,0,NA
"Dillon Atkinson",2008-01-21,"C","Owen Sound Attack",6,0,0,0,0,0
"Dmitri Toporowski",2006-08-11,"RD","Kitchener Rangers",4,0,0,0,0,0
"Dmitry Kubantsev",2008-05-28,"RW","Newfoundland Regiment",2,0,0,0,0,0
"Dmitry Savin",2009-04-14,"C","Saginaw Spirit",3,0,0,0,0,0
"Doman Szongoth",2008-06-08,"LW","Soo Greyhounds",2,0,0,0,0,NA
"Dracen Campbell",2007-08-09,"D","Sarnia Sting",3,0,0,0,0,0
"Drake Gram",2008-01-16,"D","Windsor Spitfires",3,0,0,0,0,NA
"Drayden Uhrina",2009-01-31,"RW","Victoria Royals",2,0,0,0,0,0
"Drew Bate",2010-05-19,"C","Saginaw Spirit",7,0,0,0,0,0
"Drew Roscoe",2009-03-05,"D","Saginaw Spirit",6,0,0,0,0,NA
"Drew Travers",2008-08-04,"C","Brampton Steelheads",1,0,0,0,0,NA
"Dylan Tsherna",2007-02-22,"RW","Barrie Colts",3,0,0,0,0,0
"Eamon Edgar",2009-11-05,"C","Barrie Colts",4,0,0,0,0,0
"Easton Mikus",2007-06-19,"C","Brampton Steelheads",5,0,0,0,0,0
"Easton Poe",2008-03-06,"D","North Bay Battalion",3,0,0,0,0,NA
"Easton Walos",2008-12-28,"C","Sarnia Sting",4,0,0,0,0,0
"Elias Matousek",2009-06-05,"RW","Barrie Colts",5,0,0,0,0,0
"Elijah Chavez",2008-09-15,"LW","Peterborough Petes",4,0,0,0,0,0
"Elliot Arnett",2008-03-12,"D","Owen Sound Attack",3,0,0,0,0,0
"Eloan Le Gallic",2009-02-06,"C","London Knights",4,0,0,0,0,0
"Eric Frossard",2008-01-12,"D","Guelph Storm",3,0,0,0,0,0
"Ethan Armstrong",2007-01-23,"D","Barrie Colts",3,0,0,0,0,0
"Ethan Cava",2009-07-29,"C","Oshawa Generals",2,0,0,0,0,0
"Ethan Chen",2007-10-19,"RW","Brantford Bulldogs",3,0,0,0,0,0
"Ethan Czata",2007-05-29,"C","Guelph Storm",2,0,0,0,0,0
"Ethan Dean",2008-03-11,"LW","Sudbury Wolves",6,0,0,0,0,0
"Ethan Kindree",2008-06-02,"C","Owen Sound Attack",4,0,0,0,0,0
"Evan Bannister",2010-08-06,"C","Sarnia Sting",3,0,0,0,0,NA
"Evan Fitzgerald",2010-09-10,"C","Kitchener Rangers",4,0,0,0,0,0
"Evan Headrick",2008-01-08,"RW","Erie Otters",4,0,0,0,0,0
"Evan Nicholson",2009-04-01,"LW","Kitchener Rangers",4,0,0,0,0,0
"Evan Pahanich",2009-03-27,"D","Soo Greyhounds",3,0,0,0,0,NA
"Evan Passmore",2006-12-05,"D","Barrie Colts",2,0,0,0,0,NA
"Evan Van Gorp",2006-05-18,"LW","London Knights",5,0,0,0,0,0
"Evgeny Dubrovtsev",2008-03-18,"C","North Bay Battalion",4,0,0,0,0,0
"Ewan Sim",2010-03-25,"LW","London Knights",2,0,0,0,0,NA
"Filip Novak",1899-12-30,"D","Victoria Royals",2,0,0,0,0,0
"Finley Butler",2010-03-22,"RW","Guelph Storm",4,0,0,0,0,0
"Finn Ellery",2010-10-21,"C","Brantford Bulldogs",3,0,0,0,0,0
"Finn Kearns",2008-06-08,"D","Sudbury Wolves",2,0,0,0,0,NA
"Finn Merrill",2010-07-12,"RW","Niagara IceDogs",5,0,0,0,0,NA
"Fischer Ishwaran",2009-04-09,"D","Sudbury Wolves",1,0,0,0,0,NA
"Francesco Porporino",2008-07-06,"D","Guelph Storm",1,0,0,0,0,NA
"Francis Parish",2007-03-06,"RW","Peterborough Petes",2,0,0,0,0,0
"Gairin Michalski",2007-05-02,"D","Erie Otters",4,0,0,0,0,0
"Gavin Christie",2009-04-13,"D","Kingston Frontenacs",3,0,0,0,0,0
"Gavin Godick",2010-03-25,"D","Kingston Frontenacs",2,0,0,0,0,0
"Gavin Hicks",2009-01-05,"D","Soo Greyhounds",2,0,0,0,0,NA
"Gavin Martin",2010-02-08,"RW","Kitchener Rangers",2,0,0,0,0,0
"Geno Carcone",2006-11-14,"LW","London Knights",5,0,0,0,0,0
"George Komadoski",2008-08-03,"D","Brantford Bulldogs",5,0,0,0,0,NA
"Gordei Khotkov",2010-03-30,"D","Saginaw Spirit",5,0,0,0,0,0
"Grady Spicer",2008-07-17,"D","Windsor Spitfires",4,0,0,0,0,0
"Graham Littlejohn",2010-12-08,"LW","London Knights",1,0,0,0,0,NA
"Grant Spada",2007-06-24,"D","Guelph Storm",2,0,0,0,0,0
"Grant Yingst",2009-01-18,"RW","Oshawa Generals",4,0,0,0,0,NA
"Grayden Strohack",2006-06-09,"D","Peterborough Petes",1,0,0,0,0,NA
"Graydon Jones",2007-01-01,"D","Saginaw Spirit",5,0,0,0,0,0
"Haeden Ellis",2007-03-07,"C","Kitchener Rangers",3,0,0,0,0,0
"Hamza Havusic",2008-07-03,"RW","Windsor Spitfires",4,0,0,0,0,NA
"Hannu Packalen",2010-02-15,"C","Ottawa 67's",2,0,0,0,0,0
"Harris Pangretitsch",2008-03-29,"D","Soo Greyhounds",2,0,0,0,0,0
"Harrison Franssen",2006-05-04,"C","Oshawa Generals",2,0,0,0,0,NA
"Harry Nansi",2007-09-10,"RW","Owen Sound Attack",2,0,0,0,0,0
"Hayden Barch",2007-04-14,"D","North Bay Battalion",3,0,0,0,0,NA
"Hayden Moore",2006-05-19,"C","Victoria Royals",1,0,0,0,0,0
"Heath Bogart",2008-06-02,"D","Brantford Bulldogs",2,0,0,0,0,NA
"Henry Peterson",2007-02-25,"D","Victoria Royals",1,0,0,0,0,NA
"Holden Carter",2007-01-17,"D","Peterborough Petes",3,0,0,0,0,0
"Holt Cruise",2008-09-12,"D","Guelph Storm",2,0,0,0,0,0
"Hudson Chitaroni",2007-08-22,"LW","Sudbury Wolves",2,0,0,0,0,NA
"Hudson Leenders",2009-02-01,"LW","Saginaw Spirit",3,0,0,0,0,0
"Hudson Martin",2007-06-20,"D","Sudbury Wolves",5,0,0,0,0,0
"Hudsyn Chaput",2009-06-16,"RW","Guelph Storm",1,0,0,0,0,NA
"Ian Inskip",2009-02-05,"LW","Windsor Spitfires",4,0,0,0,0,0
"Ian Robinson",2008-10-07,"LW","Kitchener Rangers",5,0,0,0,0,0
"Illia Shybinskyi",2007-05-14,"LW","Guelph Storm",3,0,0,0,0,0
"Innis Robinson",2010-08-06,"RW","Owen Sound Attack",6,0,0,0,0,0
"Jaakko Wycisk",2009-03-16,"C","Guelph Storm",2,0,0,0,0,0
"Jace Voortman",2010-08-12,"LW","Owen Sound Attack",6,0,0,0,0,0
"Jack Clarke",2007-06-05,"C","Peterborough Petes",2,0,0,0,0,NA
"Jack Good",2006-03-31,"LW","Brantford Bulldogs",3,0,0,0,0,0
"Jack Johnson",2009-04-21,"D","Ottawa 67's",3,0,0,0,0,0
"Jack LaBrash",2007-03-04,"LW","Kitchener Rangers",5,0,0,0,0,0
"Jack O'Dell",2009-07-30,"D","Windsor Spitfires",1,0,0,0,0,NA
"Jack Samek",2010-03-08,"C","London Knights",3,0,0,0,0,0
"Jack Torr",2008-07-29,"C","Brantford Bulldogs",3,0,0,0,0,0
"Jack Van Volsen",2006-01-12,"C","Sarnia Sting",3,0,0,0,0,0
"Jack Yates",2008-05-02,"LW","Brampton Steelheads",4,0,0,0,0,NA
"Jackson Marthaler",2010-02-10,"D","London Knights",2,0,0,0,0,NA
"Jacob Cloutier",2007-03-22,"RW","Saginaw Spirit",4,0,0,0,0,0
"Jacob Lukes",2009-05-22,"C","Kitchener Rangers",4,0,0,0,0,0
"Jacob Schwartz",2009-06-06,"C","Victoria Royals",2,0,0,0,0,NA
"Jacob Vandeven",2008-03-03,"D","London Knights",3,0,0,0,0,NA
"Jacob Veilleux",2009-02-19,"D","Newfoundland Regiment",3,0,0,0,0,0
"Jacob Xu",2008-03-13,"LD","Peterborough Petes",5,0,0,0,0,0
"Jaden Licastro",2010-03-02,"D","Soo Greyhounds",4,0,0,0,0,NA
"Jaiden Newton",2007-10-13,"C","Ottawa 67's",2,0,0,0,0,NA
"Jake Crawford",2007-05-05,"C","Owen Sound Attack",1,0,0,0,0,0
"Jake LaMontagne",2010-01-27,"D","Windsor Spitfires",2,0,0,0,0,0
"Jake Murray",2009-02-26,"C","Erie Otters",4,0,0,0,0,0
"Jake Ritson",2009-02-12,"LW","London Knights",4,0,0,0,0,0
"Jakub Kuklinski",2010-01-01,"LW","Oshawa Generals",4,0,0,0,0,0
"Jalen Lobo",2008-02-09,"LW","Oshawa Generals",2,0,0,0,0,0
"James Buchan",2009-01-31,"D","Peterborough Petes",3,0,0,0,0,NA
"James McMurray",2007-06-15,"LW","Peterborough Petes",3,0,0,0,0,NA
"James Paul",2007-10-27,"D","Flint Firebirds",3,0,0,0,0,NA
"James Roy",2008-01-09,"RW","Guelph Storm",2,0,0,0,0,NA
"Jan Chovan",2007-01-09,"C","Sudbury Wolves",2,0,0,0,0,0
"Jared Harding",2007-12-05,"D","Brampton Steelheads",4,0,0,0,0,0
"Jason McDonald",2008-06-19,"RW","Barrie Colts",2,0,0,0,0,NA
"Jason Musa",2007-05-09,"LW","Brantford Bulldogs",4,0,0,0,0,0
"Jaxon Cover",2008-02-13,"LW","London Knights",3,0,0,0,0,0
"Jaxon Williams",2008-07-03,"RW","Brampton Steelheads",1,0,0,0,0,NA
"Jay Nimchonok",2010-09-30,"RD","Brampton Steelheads",2,0,0,0,0,NA
"Jean-Cristoph Lemieux",2008-06-19,"RW","Sudbury Wolves",2,0,0,0,0,0
"Jean-Samuel Daigneault",2008-02-15,"D","Brantford Bulldogs",3,0,0,0,0,NA
"Jeremy Freeman",2009-07-07,"LW","Brantford Bulldogs",4,0,0,0,0,0
"Jeremy Martin",2007-02-06,"LW","Soo Greyhounds",4,0,0,0,0,0
"Jesse Debruyn",2009-02-03,"D","Windsor Spitfires",3,0,0,0,0,0
"Jet Kwajah",2008-03-13,"D","Brantford Bulldogs",4,0,0,0,0,0
"Jimmy Lombardi",2007-02-16,"C","Flint Firebirds",1,0,0,0,0,0
"Jiří Gombár",2009-10-15,"LD","Kitchener Rangers",5,0,0,0,0,0
"Joey Banas",2008-03-31,"RW","Brantford Bulldogs",4,0,0,0,0,0
"John Banks",2007-04-16,"D","Owen Sound Attack",4,0,0,0,0,0
"John Kanyo",2010-02-10,"D","Brantford Bulldogs",3,0,0,0,0,0
"John McLaughlin",2009-08-14,"C","Windsor Spitfires",4,0,0,0,0,0
"John Montanino",2010-05-26,"LD","Brampton Steelheads",4,0,0,0,0,NA
