"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Jeff MacDougald","6.01",190,"Peterborough Petes",1985-01-24,31,903,985,0.917,32.74,82,2.73,1,19,5,2,7,0,0,0,7
"Josh Disher","6.01",171,"Erie Otters",1985-06-24,51,1369,1499,0.913,31.54,130,2.73,3,25,18,3,21,0,0,0,2
"Daren Machesney","6.00",177,"Brampton Battalion",1986-12-13,38,1095,1194,0.917,33.08,99,2.74,1,16,12,1,13,0,0,0,2
"Justin Peters","6.02",210,"Toronto St. Michael's Majors",1986-08-30,58,1497,1643,0.911,31.3,146,2.78,3,23,20,3,23,0,0,0,10
"David Shantz","6.01",190,"Mississauga IceDogs",1986-05-05,27,722,794,0.909,31.27,72,2.84,0,10,10,1,11,0,0,0,6
"Wayne Savage","6.00",196,"Toronto St. Michael's Majors",1987-02-05,24,511,558,0.916,33.87,47,2.85,1,6,10,0,10,0,0,0,0
"Kevin Couture","5.10",182,"Brampton Battalion",1985-03-17,36,1023,1117,0.916,33.95,94,2.86,1,17,12,1,13,0,0,0,12
"Dan LaCosta","6.03",195,"Barrie Colts",1986-03-28,46,1091,1209,0.902,29.29,118,2.86,1,25,11,1,12,0,0,0,0
"Danny Battochio","5.10",175,"Ottawa 67's",1985-12-21,40,1154,1262,0.914,34.43,108,2.95,1,24,9,1,10,0,0,0,10
"Matt Spezza","6.02",220,"Ottawa 67's",1986-10-14,13,286,316,0.905,31.42,30,2.98,0,2,4,0,4,0,0,0,2
"Mike Brown","6.00",207,"Owen Sound Attack",1985-03-04,59,1677,1849,0.907,32.27,172,3,3,24,24,4,28,0,0,0,2
"Francois Thuot","6.00",160,"Barrie Colts",1985-05-02,39,1106,1215,0.91,34.2,109,3.07,2,18,11,1,12,0,0,0,2
"Ryan Munce","6.02",177,"Sarnia Sting",1985-04-16,55,1620,1783,0.909,34.63,163,3.17,0,12,28,4,32,0,0,0,4
"Eric Tobia","6.00",180,"Belleville Bulls",1984-06-21,40,1250,1374,0.91,35.43,124,3.2,0,14,19,3,22,0,0,0,2
"Mike Iafrate","5.09",175,"Sarnia Sting",1987-01-18,21,492,547,0.899,31.83,55,3.2,1,4,13,1,14,0,0,0,2
"Eero Kilpelainen","6.01",165,"Peterborough Petes",1985-05-07,38,1110,1231,0.902,33.3,121,3.27,0,14,16,1,17,0,0,0,4
"Anthony Guadagnolo","5.11",185,"Ottawa 67's",1986-01-27,34,1012,1108,0.913,37.94,96,3.29,0,10,17,0,17,0,0,0,0
"Dayne Davis","6.00",230,"Kingston Frontenacs",1985-03-26,62,1868,2058,0.908,35.68,190,3.29,3,25,28,3,31,0,0,0,9
"Eric Pfligler","5.07",185,"Kitchener Rangers",1985-05-22,17,435,488,0.891,30.53,53,3.32,0,9,4,1,5,0,0,0,2
"Jhase Sniderman","6.00",189,"Erie Otters",1987-04-03,24,581,653,0.89,30.89,72,3.41,0,6,8,2,10,0,0,0,4
"Jeff Weber","6.02",185,"Saginaw Spirit",1984-09-24,48,1520,1678,0.906,36.19,158,3.41,0,15,26,2,28,0,0,0,20
"Aaron Barton","6.01",165,"Mississauga IceDogs",1987-05-22,2,46,53,0.868,26.19,7,3.46,0,1,0,1,1,0,0,0,0
"Ben Thomas","6.02",197,"Oshawa Generals",1988-03-29,4,122,136,0.897,33.74,14,3.47,0,0,3,1,4,0,0,0,0
"Kyle Knechtel","5.11",192,"Windsor Spitfires",1986-12-23,42,1087,1217,0.893,33.68,130,3.6,0,18,13,2,15,0,0,0,2
"Justin Garay","5.09",192,"Plymouth Whalers",1987-02-16,22,434,493,0.88,30.39,59,3.64,0,6,7,2,9,0,0,0,6
"Brad Topping","6.01",198,"Windsor Spitfires",1984-06-05,37,995,1115,0.892,34.1,120,3.67,0,8,16,5,21,0,0,0,0
"Ryan Gibb","6.00",180,"Oshawa Generals",1985-06-29,39,1004,1131,0.888,34.18,127,3.84,0,6,24,0,24,0,0,0,30
"Carlo DiRienzo","6.00",188,"Oshawa Generals",1986-02-10,42,1115,1254,0.889,34.72,139,3.85,1,13,19,1,20,0,0,0,10
"Ryan Daniels","6.02",200,"Saginaw Spirit",1988-06-22,7,148,167,0.886,35.86,19,4.08,0,0,4,0,4,0,0,0,0
"Aaron Rock","6.00",195,"Saginaw Spirit",1987-07-05,12,303,340,0.891,39.41,37,4.29,0,1,5,1,6,0,0,0,0
"Brady Morrison","6.00",175,"Kingston Frontenacs",1987-04-15,6,83,98,0.847,29.39,15,4.5,1,1,1,0,1,0,0,0,0
